1,2,3,4,5,6,7,8,9,10,11
2.2839597971233076e-05,3.981007930377168e-05,5.878823509514003e-05,7.33266989335671e-05,8.507218866925862e-05,9.373477979676921e-05,9.993919799142254e-05,0.00010490338492745518,0.00010799433846890473,0.00011040738490746934,0.00011232891607416238
2.8374348941282054e-05,5.017356756894527e-05,7.50666748879054e-05,9.477379301840854e-05,0.00011108049277773684,0.00012353625384088347,0.00013259165268273793,0.00013973859906399693,0.0001443573885659176,0.00014782228133698554,0.00015057890556768622
6.464242122004017e-05,0.00011977081032805921,0.00018225796944868524,0.00023508405790503535,0.0002799161388573025,0.000314405435734149,0.00033944606581963357,0.0003586593062161421,0.00037156697126559116,0.00038101102096499434,0.0003883713566786526
0.00014609436533419095,0.0002857794439378002,0.0004439257545915827,0.0005854200490801843,0.0007085289091779956,0.0008043103176365674,0.0008758677824249711,0.0009304600897352988,0.0009684205869121791,0.0009962360601403117,0.0010175863024871972
0.0003366507501339959,0.0006939038699035558,0.00110622692993423,0.0014970441389866097,0.0018434970359451606,0.002114220560048279,0.002315760482121582,0.002467533713639801,0.0025748949949371035,0.002652633025702501,0.0027120528010241337
0.000791832590094332,0.0017034510770581395,0.0027523719565355977,0.003781595435698341,0.004691621809705123,0.00540192280219316,0.005928755629769024,0.006323285794863426,0.006603378901073835,0.0068065917818951,0.00696069576709681
0.001910096845677041,0.00419687998544491,0.006759261018066591,0.00920674020245751,0.0112532340326705,0.012774452136493423,0.013870324613871233,0.014672255264332152,0.01523666071743,0.015641672920354267,0.015949538720583172
0.004755129623759378,0.010158205407145859,0.015493162457053143,0.019915091160270525,0.02305874131776094,0.025178915758685895,0.026640363812810475,0.027673542406701238,0.02838194839415111,0.028891116885199287,0.029281944713908267
0.012270909317848201,0.022454976343524866,0.02952947053713639,0.03376593792008597,0.03624287377470019,0.03800018854241066,0.03922916077621255,0.04010193012270776,0.04071836456720828,0.04115976170688363,0.04149246892164935
0.023591275916756003,0.03335077449757054,0.03794995165867108,0.04061360403015844,0.04241284295248357,0.043911581928450516,0.045033680982945815,0.0458484144166665,0.04643095550105082,0.04683978540689313,0.04714281011970587
