Fitness,Establishment_Time,Error_Fitness,Error_Establishment_Time,Probability_Adaptive,Mean_Fitness,Kappa_Value,Mutant_Cell_Fraction,Inference_Time
0.08529082827980099,100.58204305455665,0.020233381144481654,24.159268349784966,0.6208348403793452,5.639790706880706e-05,2.5,0.0014195781817687603,53.77205
0.0,0.0,0.0,0.0,0.2576497427200458,6.656828472870924e-05,0.10362414486307951,0.001613862556628875,53.64225
0.0,0.0,0.0,0.0,0.31556599589834433,0.00019161005146307465,1.354699618029959,0.0048015568249108655,54.79384
0.0,0.0,0.0,0.0,0.26820292305871957,0.0005335917129766443,1.7065737511666672,0.012653055908517905,58.09184
0.0,0.0,0.0,0.0,0.03923357352892715,0.0028646015909807973,1.3906428421141082,0.05181911473840176,60.08926
0.0,0.0,0.0,0.0,0.1549023333660278,0.011482403168920772,1.0905264834697834,0.1822025047565427,63.40666
0.0,0.0,0.0,0.0,0.1796721168629087,0.045236945957274816,1.2197690547912465,0.6399871065253223,66.71706
0.0,0.0,0.0,0.0,0.06451384027351278,0.06869782091536963,1.471761049804828,0.9271345016927764,71.22673
0.0,0.0,0.0,0.0,0.3793204562665478,0.07566881514801939,1.354699618029959,0.9947788017695274,75.93734
0.0,0.0,0.0,0.0,0.2376347299912577,,,,79.40214
0.0,0.0,0.0,0.0,0.24100081197317824,,,,84.21625
0.0,0.0,0.0,0.0,0.20294357993919576,,,,89.39893
0.0,0.0,0.0,0.0,0.13845719677212875,,,,97.14477
0.06390023668565677,57.477506882004214,0.04452631203365212,86.11682280959765,0.6030946253401751,,,,102.38239
0.06659967118805368,66.7010620430881,0.05922836179722794,106.77789117591803,0.5395886428307317,,,,106.22567
0.0,0.0,0.0,0.0,0.052672943499155786,,,,109.04593
0.0,0.0,0.0,0.0,0.21721766696607425,,,,112.50037
0.0,0.0,0.0,0.0,0.33779481176281495,,,,114.99892
0.0,0.0,0.0,0.0,0.37343489612946323,,,,117.6654
0.0,0.0,0.0,0.0,0.45694159432268455,,,,117.376
0.0,0.0,0.0,0.0,0.49299358210870425,,,,
0.0,0.0,0.0,0.0,0.4161345696784363,,,,
0.0,0.0,0.0,0.0,0.05529375871078938,,,,
0.0,0.0,0.0,0.0,0.369284710150426,,,,
0.0680545192515528,68.19611191553825,0.012332768041454873,23.159241332734066,0.706327473297819,,,,
0.04278684838092949,-53.80520101583833,0.0031966862876626322,13.352654454623485,1.0,,,,
0.0,0.0,0.0,0.0,0.25884078874239136,,,,
0.07531743298927072,84.65647273900734,0.01879646769025803,31.809403508620168,0.628159106961881,,,,
0.08670532855379713,101.85623182643972,0.03982267513714901,49.14287323233368,0.591258739904194,,,,
0.08498421029934806,99.15821813702632,0.017212751228422685,24.30034864252273,0.573573786601859,,,,
0.0,0.0,0.0,0.0,0.24168944597400727,,,,
0.0,0.0,0.0,0.0,0.3678271727152654,,,,
0.0,0.0,0.0,0.0,0.48860184340502516,,,,
0.08971950393376915,103.55993893909825,0.04002072858795378,41.55999051532241,0.5322114866685738,,,,
0.0,0.0,0.0,0.0,0.3107679388739233,,,,
0.0,0.0,0.0,0.0,0.4445666813960307,,,,
0.0,0.0,0.0,0.0,0.26052728919628176,,,,
0.0,0.0,0.0,0.0,0.454995165826275,,,,
0.0,0.0,0.0,0.0,0.45524629824489166,,,,
0.0,0.0,0.0,0.0,0.1389162950383323,,,,
0.0,0.0,0.0,0.0,0.196878093202164,,,,
0.0,0.0,0.0,0.0,0.30995489293166417,,,,
0.0,0.0,0.0,0.0,0.1484488467116601,,,,
0.08029593783760222,199.0,1.1995605450827312e-05,0.029031984676613724,0.5000321089622395,,,,
0.0,0.0,0.0,0.0,0.3317362984648487,,,,
