Fitness,Establishment_Time,Error_Fitness,Error_Establishment_Time,Probability_Adaptive,Mean_Fitness,Kappa_Value,Mutant_Cell_Fraction,Inference_Time
0.1038434956069965,199.0,0.04194303934463954,60.265538936968596,0.5545585213865308,6.759981839377046e-05,2.5,0.0018337336737045723,50.23442
0.0,0.0,0.0,0.0,0.1930937550257051,5.5450852865812464e-05,0.03895954176695184,0.0014572134325834612,52.08819
0.0,0.0,0.0,0.0,0.23208411488063585,0.00022914180760570893,1.4977435815645987,0.005995168528881713,56.33494
0.0,0.0,0.0,0.0,0.18427259670355575,0.0005540074268367898,3.080058269842667,0.014240333109753756,63.07575
0.0,0.0,0.0,0.0,0.03394610663183435,0.0015026843054166644,1.30734544035121,0.0366928745507181,68.64112
0.0,0.0,0.0,0.0,0.1445248658617857,0.0056816339950161625,1.360246866481147,0.11615533687090968,73.38152
0.0,0.0,0.0,0.0,0.1695846673186942,0.024378864775825005,1.3437384571518076,0.40900633989700413,75.61768
0.0,0.0,0.0,0.0,0.04102121851498499,0.059719800802827475,1.201132533369676,0.8431708570604345,80.27817
0.0,0.0,0.0,0.0,0.2637870363994422,0.07595201510405702,1.150467543553331,0.9874632652900428,81.95967
0.0,0.0,0.0,0.0,0.22421797089115958,,,,84.36311
0.0,0.0,0.0,0.0,0.19103233793153288,,,,86.19394
0.0,0.0,0.0,0.0,0.16719216099729126,,,,89.83275
0.0,0.0,0.0,0.0,0.13955848601275025,,,,90.62362
0.0,0.0,0.0,0.0,0.44164268129974465,,,,90.98274
0.0,0.0,0.0,0.0,0.4245214750153299,,,,91.99454
0.0,0.0,0.0,0.0,0.0585548779221129,,,,
0.0,0.0,0.0,0.0,0.17188473645543864,,,,
0.0,0.0,0.0,0.0,0.24374101931634842,,,,
0.0,0.0,0.0,0.0,0.3267925666756076,,,,
0.0,0.0,0.0,0.0,0.35209588468766684,,,,
0.0,0.0,0.0,0.0,0.42459118318372435,,,,
0.0,0.0,0.0,0.0,0.36264814076950624,,,,
0.0,0.0,0.0,0.0,0.04733509499837334,,,,
0.0,0.0,0.0,0.0,0.26928314446683327,,,,
0.08017208239671304,199.0,0.021926945074568258,17.46723600378373,0.6073415712595591,,,,
0.0,0.0,0.0,0.0,0.3644228415789451,,,,
0.0,0.0,0.0,0.0,0.20327080139784737,,,,
0.10386698551820989,192.81349610105144,0.05931641230788458,79.08855468687769,0.5356390806333198,,,,
0.029022301877130393,-34.07435186929289,0.006492220018964886,49.4407519728935,0.5477720633814395,,,,
0.10302810801265712,199.0,2.660674850807854,2.6527047992653205,0.5237898031993689,,,,
0.0,0.0,0.0,0.0,0.20075246157859106,,,,
0.0,0.0,0.0,0.0,0.3449980247128502,,,,
0.0,0.0,0.0,0.0,0.41135769884480605,,,,
0.0,0.0,0.0,0.0,0.47829310255062113,,,,
0.0,0.0,0.0,0.0,0.2790588460474166,,,,
0.0,0.0,0.0,0.0,0.33789925691372474,,,,
0.0,0.0,0.0,0.0,0.2457693070232538,,,,
0.0,0.0,0.0,0.0,0.3889295987518076,,,,
0.0,0.0,0.0,0.0,0.403629329730361,,,,
0.0,0.0,0.0,0.0,0.11829151769338732,,,,
0.0,0.0,0.0,0.0,0.1894584233177099,,,,
0.0,0.0,0.0,0.0,0.22792800626409182,,,,
0.0,0.0,0.0,0.0,0.12033849537219012,,,,
0.0,0.0,0.0,0.0,0.4492028795315363,,,,
0.0,0.0,0.0,0.0,0.3149670449252288,,,,
0.0,0.0,0.0,0.0,0.45857323593224597,,,,
0.0,0.0,0.0,0.0,0.15762256542117845,,,,
0.0,0.0,0.0,0.0,0.16528421534674104,,,,
0.08912515785827922,199.0,2.6659908180610827,2.652694188647725,0.5843365645514057,,,,
0.0,0.0,0.0,0.0,0.12597599086344557,,,,
0.0,0.0,0.0,0.0,0.4095972651050313,,,,
0.08509478797184773,199.0,0.04152142633367944,23.72656640611966,0.6010489242555479,,,,
0.0,0.0,0.0,0.0,0.35799788941894595,,,,
0.0,0.0,0.0,0.0,0.21168237557475228,,,,
0.0,0.0,0.0,0.0,0.19579692241719,,,,
0.0,0.0,0.0,0.0,0.19953352653484752,,,,
0.0,0.0,0.0,0.0,0.216020779820938,,,,
0.0,0.0,0.0,0.0,0.45894084889319775,,,,
0.0,0.0,0.0,0.0,0.1376022567536209,,,,
0.0,0.0,0.0,0.0,0.12493015956361665,,,,
0.0,0.0,0.0,0.0,0.11085054560926547,,,,
0.0,0.0,0.0,0.0,0.20430192392425509,,,,
0.0,0.0,0.0,0.0,0.06073227126499449,,,,
0.0,0.0,0.0,0.0,0.4035503920881115,,,,
0.0,0.0,0.0,0.0,0.047545565948499,,,,
0.0,0.0,0.0,0.0,0.25522543912526335,,,,
0.0,0.0,0.0,0.0,0.37472727744543405,,,,
0.03902764540084485,-19.434804121748318,0.012506046498941674,54.884934480288614,0.9602201754782176,,,,
0.08004563048714256,199.0,3.095359645720699e-05,0.060736169126775784,0.5560894528928453,,,,
0.0,0.0,0.0,0.0,0.18303591175683956,,,,
0.0,0.0,0.0,0.0,0.4970619490829042,,,,
0.0,0.0,0.0,0.0,0.19083674689888086,,,,
0.0,0.0,0.0,0.0,0.39251405830003255,,,,
0.0,0.0,0.0,0.0,0.48189657773249295,,,,
0.0,0.0,0.0,0.0,0.15343476857330057,,,,
0.10545850575378708,193.10103623029534,0.037514992072847274,113.11196719716052,0.5502463546177008,,,,
0.08004563048712067,199.0,1.925405253413253e-05,0.03777972454669781,0.5878024242682943,,,,
0.0,0.0,0.0,0.0,0.11239786711175476,,,,
0.0,0.0,0.0,0.0,0.3768880983005963,,,,
0.0,0.0,0.0,0.0,0.27640134979472014,,,,
0.0,0.0,0.0,0.0,0.38060216447810974,,,,
0.0,0.0,0.0,0.0,0.1954118298460266,,,,
0.0,0.0,0.0,0.0,0.40529249624968694,,,,
0.0,0.0,0.0,0.0,0.27190554390397165,,,,
0.0,0.0,0.0,0.0,0.30167831240550735,,,,
0.0,0.0,0.0,0.0,0.2751479176059504,,,,
0.0,0.0,0.0,0.0,0.37414859477413975,,,,
0.0,0.0,0.0,0.0,0.16584380739767438,,,,
0.0,0.0,0.0,0.0,0.3479048792507836,,,,
0.030080749541298264,-100.0,0.01715871672095122,135.00348815849165,0.9999980816089147,,,,
0.0,0.0,0.0,0.0,0.3553014627512967,,,,
0.0,0.0,0.0,0.0,0.15021102538016154,,,,
