EVO3D_IRA1_NON_rearray_Plate1-D5,100.327
EVO3D_IRA1_NON_rearray_Plate1-D7,431.989
EVO3D_IRA1_NON_rearray_Plate1-E2,349.811
EVO3D_IRA1_NON_rearray_Plate1-E4,1.65811
EVO3D_IRA1_NON_rearray_Plate1-E8,524.665
EVO3D_IRA1_NON_rearray_Plate2-B10,1.2045
EVO3D_IRA1_NON_rearray_Plate2-B11,634.269
EVO3D_IRA1_NON_rearray_Plate2-B12,666.294
EVO3D_IRA1_NON_rearray_Plate2-C10,731.394
EVO3D_IRA1_NON_rearray_Plate2-C11,1.3913
EVO3D_IRA1_NON_rearray_Plate2-C3,538.873
EVO3D_IRA1_NON_rearray_Plate2-C4,2.53274
EvolvingFront_WGS_Plate1_A01,589.056
EvolvingFront_WGS_Plate1_A02,645.302
EvolvingFront_WGS_Plate1_A03,282.025
EvolvingFront_WGS_Plate1_A04,6.08508
EvolvingFront_WGS_Plate1_A05,1009.56
EvolvingFront_WGS_Plate1_A06,809.701
EvolvingFront_WGS_Plate1_A07,1.96599
EvolvingFront_WGS_Plate1_A08,300.923
EvolvingFront_WGS_Plate1_A09,989.731
EvolvingFront_WGS_Plate1_A10,687.354
EvolvingFront_WGS_Plate1_A11,889.249
EvolvingFront_WGS_Plate1_B03,637.988
EvolvingFront_WGS_Plate1_B06,188.312
EvolvingFront_WGS_Plate1_B10,334.963
EvolvingFront_WGS_Plate1_C02,364.131
EvolvingFront_WGS_Plate1_C03,4.38462
EvolvingFront_WGS_Plate1_C04,557.043
EvolvingFront_WGS_Plate1_C05,429.2
EvolvingFront_WGS_Plate1_C06,344.488
EvolvingFront_WGS_Plate1_C07,104.904
EvolvingFront_WGS_Plate1_D01,726.198
EvolvingFront_WGS_Plate1_D02,973.42
EvolvingFront_WGS_Plate1_D03,808.616
EvolvingFront_WGS_Plate1_D04,985.716
EvolvingFront_WGS_Plate1_D05,2
EvolvingFront_WGS_Plate1_D06,1081.57
EvolvingFront_WGS_Plate1_D07,264.736
EvolvingFront_WGS_Plate1_D08,661.621
EvolvingFront_WGS_Plate1_D09,996.948
EvolvingFront_WGS_Plate1_D10,795.759
EvolvingFront_WGS_Plate1_D11,1749.3
EvolvingFront_WGS_Plate1_E01,552.621
EvolvingFront_WGS_Plate1_E02,1.20319
EvolvingFront_WGS_Plate1_E03,475.674
EvolvingFront_WGS_Plate1_E04,890.247
EvolvingFront_WGS_Plate1_E05,364.338
EvolvingFront_WGS_Plate1_F01,541.684
EvolvingFront_WGS_Plate1_F02,233.502
EvolvingFront_WGS_Plate1_F03,172.531
EvolvingFront_WGS_Plate1_F07,290.731
EvolvingFront_WGS_Plate1_F08,280.709
EvolvingFront_WGS_Plate1_F10,806.753
EvolvingFront_WGS_Plate1_G06,12.7975
EvolvingFront_WGS_Plate1_G08,456.86
EvolvingFront_WGS_Plate1_G09,1191.97
EvolvingFront_WGS_Plate1_H04,5.36971
EvolvingFront_WGS_Plate1_H12,1.53299
EvolvingFront_WGS_Plate2_A01,158.186
EvolvingFront_WGS_Plate2_A02,204.025
EvolvingFront_WGS_Plate2_A03,81.7407
EvolvingFront_WGS_Plate2_A04,259.832
EvolvingFront_WGS_Plate2_A05,77.1432
EvolvingFront_WGS_Plate2_A06,94.1469
EvolvingFront_WGS_Plate2_A07,228.241
EvolvingFront_WGS_Plate2_A08,115.688
EvolvingFront_WGS_Plate2_A09,186.065
EvolvingFront_WGS_Plate2_A10,193.357
EvolvingFront_WGS_Plate2_A11,30.6593
EvolvingFront_WGS_Plate2_A12,397.821
EvolvingFront_WGS_Plate2_B01,457.884
EvolvingFront_WGS_Plate2_B02,384.93
EvolvingFront_WGS_Plate2_B03,233.391
EvolvingFront_WGS_Plate2_B04,428.362
EvolvingFront_WGS_Plate2_B05,383.698
EvolvingFront_WGS_Plate2_B06,316.535
EvolvingFront_WGS_Plate2_B07,400.751
EvolvingFront_WGS_Plate2_B08,451.167
EvolvingFront_WGS_Plate2_B09,551.2
EvolvingFront_WGS_Plate2_B10,396.852
EvolvingFront_WGS_Plate2_B12,802.988
EvolvingFront_WGS_Plate2_C01,494.988
EvolvingFront_WGS_Plate2_C02,362.626
EvolvingFront_WGS_Plate2_C03,172.302
EvolvingFront_WGS_Plate2_C04,427.078
EvolvingFront_WGS_Plate2_C05,409.507
EvolvingFront_WGS_Plate2_C06,121.738
EvolvingFront_WGS_Plate2_C07,138.678
EvolvingFront_WGS_Plate2_C08,243.522
EvolvingFront_WGS_Plate2_C09,577.078
EvolvingFront_WGS_Plate2_C10,294.121
EvolvingFront_WGS_Plate2_C11,453.535
EvolvingFront_WGS_Plate2_C12,726.023
EvolvingFront_WGS_Plate2_D01,318.236
EvolvingFront_WGS_Plate2_D02,111.407
EvolvingFront_WGS_Plate2_D03,145.43
EvolvingFront_WGS_Plate2_D04,280.231
EvolvingFront_WGS_Plate2_D05,325.731
EvolvingFront_WGS_Plate2_D06,331.093
EvolvingFront_WGS_Plate2_D07,246.499
EvolvingFront_WGS_Plate2_D08,242.389
EvolvingFront_WGS_Plate2_D09,315.61
EvolvingFront_WGS_Plate2_D10,340.007
EvolvingFront_WGS_Plate2_D11,341.57
EvolvingFront_WGS_Plate2_D12,463.964
EvolvingFront_WGS_Plate2_E01,472.405
EvolvingFront_WGS_Plate2_E02,291.656
EvolvingFront_WGS_Plate2_E03,184.519
EvolvingFront_WGS_Plate2_E04,285.948
EvolvingFront_WGS_Plate2_E05,288.195
EvolvingFront_WGS_Plate2_E06,270.641
EvolvingFront_WGS_Plate2_E07,135.826
EvolvingFront_WGS_Plate2_E08,224.231
EvolvingFront_WGS_Plate2_E09,205.537
EvolvingFront_WGS_Plate2_E10,276.304
EvolvingFront_WGS_Plate2_E11,491.232
EvolvingFront_WGS_Plate2_E12,513.928
EvolvingFront_WGS_Plate2_F01,534.72
EvolvingFront_WGS_Plate2_F02,369.678
EvolvingFront_WGS_Plate2_F04,316.396
EvolvingFront_WGS_Plate2_F05,256.633
EvolvingFront_WGS_Plate2_F06,283.589
EvolvingFront_WGS_Plate2_F07,395.244
EvolvingFront_WGS_Plate2_F08,285.837
EvolvingFront_WGS_Plate2_F09,359.643
EvolvingFront_WGS_Plate2_F10,316.673
EvolvingFront_WGS_Plate2_F11,1.67313
EvolvingFront_WGS_Plate2_F12,577.072
EvolvingFront_WGS_Plate2_G01,380.628
EvolvingFront_WGS_Plate2_G02,418.169
EvolvingFront_WGS_Plate2_G03,206.599
EvolvingFront_WGS_Plate2_G04,362.928
EvolvingFront_WGS_Plate2_G05,325.178
EvolvingFront_WGS_Plate2_G06,309.768
EvolvingFront_WGS_Plate2_G07,348.362
EvolvingFront_WGS_Plate2_G08,207.106
EvolvingFront_WGS_Plate2_G09,209.683
EvolvingFront_WGS_Plate2_G10,382.847
EvolvingFront_WGS_Plate2_G11,371.431
EvolvingFront_WGS_Plate2_G12,617.235
EvolvingFront_WGS_Plate2_H01,396.325
EvolvingFront_WGS_Plate2_H02,547.012
