1,2,3,4,5,6,7
2.1953742884084094e-05,5.905477828455937e-05,7.817267634406452e-05,8.799085419782649e-05,9.253442851479584e-05,9.507771850120127e-05,9.631417773301251e-05
3.0175497225668786e-05,7.915913172138934e-05,0.0001052516522874495,0.00011907819178815383,0.00012565854259397722,0.00012935458053108944,0.00013110766918651568
3.850194309440259e-05,0.0001022052083669808,0.0001379292355010317,0.0001573033591615369,0.00016691091069379936,0.00017234024906712401,0.00017498475010508874
5.296053012240335e-05,0.0001359097485434464,0.00018357194612537162,0.00020992446582185047,0.0002233208455365064,0.00023092118482173846,0.00023455826889184477
6.658634010300037e-05,0.0001762182356849818,0.00024168514222780562,0.0002785742794244609,0.00029747698625229595,0.00030818954456938844,0.0003134864521393662
8.757611868217616e-05,0.00023091690207664568,0.00031909602729782193,0.0003706246475732662,0.00039730477170759183,0.0004123971628810499,0.00041966464675069373
0.00012162018304465981,0.00031235207982813104,0.0004332052567470153,0.0005038195265664161,0.0005420065850334174,0.0005636206486723222,0.0005741849557994789
0.00015993140048862873,0.0004119890184680157,0.0005762408760531932,0.0006745337695134315,0.0007281988719846438,0.0007581170566872316,0.0007734089729237876
0.00024306836492291316,0.0005734399947369135,0.000789574716658831,0.0009208377791041076,0.000995689461585468,0.0010374918918474297,0.0010587825264207914
0.0003019724784894895,0.0007418256697085192,0.0010439868806303106,0.0012300026103629503,0.0013370269830408185,0.0013959517405195702,0.0014258943055935273
0.0004294740778365292,0.0010238303107269378,0.0014394158532153455,0.0016990046128385506,0.0018489330320513263,0.001932827885959552,0.001974208183244779
0.0006053875728384505,0.0014007071429625517,0.0019674899199331303,0.0023251261676115213,0.0025344466591222968,0.002651755821456312,0.002708757838390722
0.000864079495321836,0.0019332361023665506,0.002706323512343442,0.0031949234433083606,0.0034824298074491475,0.0036442674635637955,0.0037225910690267213
0.0012395796874199998,0.0026712446935010328,0.003708759463835613,0.004363337799073863,0.004749082370634858,0.0049643197991596725,0.005068677203796797
0.001803807917345456,0.003761403510169067,0.005151030700692507,0.006032096561372874,0.0065525224497527245,0.006835972192784198,0.006974826306062628
0.0037922957036378648,0.007373544925429273,0.00982821503297656,0.011333865794451305,0.012209893290292206,0.01266178903754853,0.01288402540817262
0.005535957025221466,0.010297959435671838,0.01342195312183306,0.015274119676530702,0.016327465790799304,0.016853275042587334,0.01710689221052064
0.008154279068677038,0.014302059212244476,0.018072505939678567,0.02020383332995936,0.021388548275356172,0.02195655419117288,0.022222742789252004
0.01209728500032565,0.019575911792805687,0.023781317096437108,0.02606823648087925,0.027277646813001377,0.02786630657664936,0.028101629959889147
0.01814146330021109,0.026171211747964933,0.03042481008710251,0.03265234694700048,0.033829988737009764,0.03437797128410503,0.03458752584171449
