Fitness,Establishment_Time,Error_Fitness,Error_Establishment_Time,Probability_Adaptive,Mean_Fitness,Kappa_Value,Mutant_Cell_Fraction,Inference_Time
0.08560163171438961,98.02546104044963,0.021002228193621766,29.800454425609985,0.6293713437884412,6.096897111235088e-05,2.5,0.0015552025578688571,95.79831
0.0,0.0,0.0,0.0,0.2672180965304522,0.00020561610771926904,2.064491041740789,0.005197366066284022,94.27981
0.0,0.0,0.0,0.0,0.3228594301787016,0.0005685608563755545,1.7065737511666672,0.013583061945198977,124.05021
0.0,0.0,0.0,0.0,0.2775925494350119,0.003015485907078622,1.3906428421141082,0.05478262790418632,114.88855
0.0,0.0,0.0,0.0,0.041922518562136996,0.011990307779886378,1.0905264834697834,0.1904396050519787,118.67335
0.0,0.0,0.0,0.0,0.15594281060150353,0.04626675098051166,1.2197690547912465,0.6533026709079357,125.68129
0.0,0.0,0.0,0.0,0.19141101359006044,0.06916194260220013,1.471761049804828,0.9310040110316473,151.06883
0.0,0.0,0.0,0.0,0.06654783363238236,0.07590969904194725,1.6348234604410603,0.994913201156249,167.68236
0.0,0.0,0.0,0.0,0.40554303380790924,,,,164.68656
0.0,0.0,0.0,0.0,0.2480858493686795,,,,182.73653
0.0,0.0,0.0,0.0,0.24367157215857274,,,,195.39097
0.0,0.0,0.0,0.0,0.2052354236037792,,,,228.89141
0.0,0.0,0.0,0.0,0.14117589189305033,,,,199.93347
0.06508290471940952,57.13756795213166,0.01673396166394192,33.555305847468006,0.6151510077063921,,,,239.63756
0.06829930326994686,66.43269233800567,0.21758011331022728,385.51107338593397,0.5597876673434365,,,,229.68858
0.0,0.0,0.0,0.0,0.054022136676865604,,,,264.65969
0.0,0.0,0.0,0.0,0.218947115374526,,,,264.21291
0.0,0.0,0.0,0.0,0.3555155796188786,,,,233.84806
0.0,0.0,0.0,0.0,0.3841859185095794,,,,214.74275
0.0,0.0,0.0,0.0,0.46909548923209493,,,,
0.0813251935406908,91.97612071524333,0.041208877497510905,58.34065611562944,0.5048499264653216,,,,
0.0,0.0,0.0,0.0,0.4327813943680514,,,,
0.0,0.0,0.0,0.0,0.06280304080085777,,,,
0.0,0.0,0.0,0.0,0.3845954409332117,,,,
0.07004759064060379,68.2029040350452,0.023167408696353094,40.426349406341195,0.7246581970444571,,,,
0.042139268460285643,-57.85661618908023,0.004662356636609024,20.049357224508828,1.0,,,,
0.0,0.0,0.0,0.0,0.26666173246542535,,,,
0.07661530403782822,83.37530606463145,0.042891185432632484,68.32665436012786,0.6408261660741981,,,,
0.08724182714573352,99.77977152814582,0.06595222083140784,75.26312452361302,0.6051972393095308,,,,
0.08595332305726872,97.58935404153151,0.03573601197667808,45.94629827668211,0.5874305904222236,,,,
0.0,0.0,0.0,0.0,0.24456825225737375,,,,
0.0,0.0,0.0,0.0,0.38248296712693525,,,,
0.0770119076707933,86.03777152055959,0.05334925631054334,82.60530127689285,0.5005557768575846,,,,
