1,2,3,4,5,6,7,8,9,10,11
7.311281961520874e-05,0.0003324360307451354,0.0005444499696255284,0.0006811648655877324,0.0007640422835544563,0.0008146424706873008,0.0008440137928301481,0.0008633377429808575,0.0008758344572166226,0.0008834437928946163,0.0008882150537418401
0.00013010638661490852,0.0005317158658418916,0.0008727178838042398,0.0011046175114389877,0.0012536221079541346,0.0013496872261260693,0.0014094220795603392,0.001449887599685604,0.0014771808565246574,0.0014949165247963002,0.0015065653826980172
0.00023340455546867758,0.000863081854287475,0.0014090013570136283,0.0017963166257792416,0.0020570783498511528,0.002232493050735047,0.0023469781431739003,0.002426377714756585,0.002481495989252544,0.0025186699725714755,0.0025438675641293357
0.00033283099657197663,0.001120946749048665,0.0018081134327082907,0.002304364237185118,0.002645353449320161,0.0028786845440481805,0.003033737880525282,0.0031424889206852313,0.003218834892911174,0.0032709608429238803,0.003306592299278293
0.00047021353029098195,0.0014734040328251373,0.0023468882990968975,0.002985119788424302,0.003430436274020362,0.0037391574871410726,0.003947441665628986,0.004094485489857041,0.004198295471760442,0.004270005597223338,0.004319498865972108
0.0011931703621294756,0.002796852710925421,0.004166784638594435,0.005188549021011685,0.005917763234882448,0.006433881191970159,0.0067904894095017826,0.0070452081832915155,0.007227285316022968,0.007355179675656792,0.007444322655966834
0.0019409514723199264,0.004042301262672554,0.005783243114181726,0.007075915413046004,0.008000650272550388,0.00865775464439539,0.009114775193161017,0.00944202154519117,0.009676807219486253,0.009842687660432378,0.009958562677076283
0.003305354864853571,0.006096589029156605,0.008337065231658005,0.009973549118331575,0.011136739525412267,0.011962678967732777,0.012539016431502062,0.012951740896846383,0.013248375513875766,0.013458635158840257,0.013605926054062507
0.005564905852877141,0.009577581691485168,0.012521629842497257,0.01459498272594897,0.016047497392849948,0.017071048472363647,0.017784825677284833,0.018294632767839825,0.018661172442226346,0.018921369978734157,0.019103696284498133
0.009520167375702942,0.015501917808304245,0.01939483023301023,0.021997903634772147,0.023777965220598496,0.02501738153802239,0.025877886030998953,0.0264894035025425,0.02692854291097068,0.027240277323469776,0.02745879123824382
0.016687207855943003,0.02534987122063462,0.030250658471003795,0.033363678236178924,0.035434061749277164,0.03685572956606387,0.03783804057874866,0.03853143173600737,0.039028337176255666,0.03938103879940441,0.03962852215530136
0.029978410313678986,0.04018866752434614,0.04571582336928455,0.049170082436066256,0.05144031356997459,0.05299271120366505,0.05406282317623816,0.054814021625747604,0.05535331229432732,0.055736193024516156,0.05600510837784752
