1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
7.799005095107747e-06,2.6220464535545077e-05,4.191644121741649e-05,5.527740472429193e-05,6.733789021992192e-05,7.849766729134213e-05,8.809810147723011e-05,9.79049314405449e-05,0.00010798624465903533,0.0001168796835116044,0.00012503702588529325,0.00013285560172500424,0.0001406205274769655,0.0001478952706707926,0.00015473927208344257,0.00016147575317921543,0.00016776688441554646,0.00017387493071710852,0.0001786051522585834,0.00018328162028614646,0.0001875079485893417
1.3508786192326495e-05,4.5550881493362064e-05,7.299203028565267e-05,9.651615684634639e-05,0.00011783053975812347,0.00013766757638876767,0.00015497387201593112,0.00017269839586727951,0.00019080111266961693,0.0002071831770912032,0.00022223641624511355,0.00023668245981355227,0.0002510180947544724,0.00026461619686378885,0.000277213222748131,0.00028981877243021783,0.00030150731228548167,0.0003127938009253037,0.00032190653326099776,0.0003306742756179903,0.0003387949147690042
1.7732880539771803e-05,6.0208592234632365e-05,9.663559605167641e-05,0.00012785086189641916,0.00015622724104398354,0.00018270671895519527,0.00020577678098060426,0.00022937266925102503,0.00025354960381443497,0.0002756232246228681,0.0002960013429803995,0.0003155398711206779,0.0003348854889568396,0.0003533670171773798,0.00037064362798947795,0.00038757396980738484,0.00040343908541663065,0.0004190566436840232,0.0004315977912370515,0.00044361155746746694,0.00045462516919113154
3.353522621487343e-05,0.00010742036921101187,0.00017119352826846474,0.00022593578387188404,0.00027584673793222764,0.0003223599279152255,0.0003634290628527355,0.00040521281350905033,0.00044815516412445404,0.00048788982179681964,0.0005245664817575361,0.0005598953687520687,0.000594932818440121,0.0006284635223370414,0.0006598224780425239,0.0006907698298222216,0.0007198553205866534,0.0007484161474746949,0.0007717727189661011,0.0007939080548680943,0.000814261579433197
4.2950413659859954e-05,0.00014043229969042708,0.00022521875682666797,0.00029811920450686295,0.0003647294231195221,0.00042683748109739066,0.00048177489039140435,0.0005377148024548194,0.0005952848446156616,0.0006485292734699523,0.0006979999340111431,0.0007458179885392568,0.000793004929110887,0.000838340376794757,0.0008807381117019286,0.0009225914925078481,0.0009620524788420236,0.0010007557781076767,0.0010326084818599796,0.0010626336590049941,0.00109035650500702
8.56198713395405e-05,0.0002573251371788509,0.00040748967990389287,0.0005359080804544007,0.0006535726427118413,0.0007633304719941445,0.0008607982925946841,0.0009598120435697019,0.0010613549142651849,0.0011557725464491006,0.0012437539510601306,0.0013288301805665515,0.0014122506277607898,0.001493698566720366,0.0015694776981386702,0.0016439567624628958,0.0017140575258027212,0.0017829962066500176,0.0018403426253218627,0.0018939256119213951,0.0019440229762699172
0.0001241911721187165,0.00035176241789636436,0.0005493412426695226,0.0007184294129336052,0.0008735620434743402,0.0010168548997979132,0.0011441157375781364,0.0012729483269751758,0.001406290408987853,0.0015304521185694473,0.0016463631536583795,0.0017585259610363826,0.001868092127711537,0.0019745696847829008,0.0020736147532768663,0.0021712110250239206,0.0022642279832526513,0.0023546751930686653,0.0024298155796519255,0.002500187035716832,0.0025658625354617786
0.00032034647530741745,0.0007007796707987771,0.00102913053333921,0.0013113497772525822,0.0015709398647516908,0.0018149540830799595,0.002032468278684365,0.0022517186065543725,0.0024768753843799752,0.0026883857222916568,0.002884604766991549,0.0030723592901890488,0.0032574115408817747,0.003436396666183523,0.003603680564597005,0.003767171187134374,0.003921600805614706,0.004072997263396895,0.004200328255988512,0.004318899082689317,0.004429042092776899
0.0007244029949089858,0.0013935259611108025,0.001965075974757843,0.002447663838370738,0.002887819996616132,0.0032983215059989275,0.0036627167808026295,0.004027296934118095,0.0043994848584939916,0.004748302171033366,0.005069670656364645,0.005375618168231084,0.005676130878436846,0.005963390672649559,0.00623213769021658,0.006493351062826467,0.0067392203043937,0.006977877032198447,0.007179847746152074,0.007366868735817469,0.007538869726715952
0.001097426604408155,0.0020135475903304625,0.0027717921249598857,0.0034017089588229926,0.003971478514743396,0.004498598632976522,0.004964532185132507,0.005428167889891672,0.0058996674032251555,0.00633958937879337,0.006742852760271774,0.007126057155027442,0.007499767533047547,0.007857151103401055,0.008190301684704197,0.008511524676436259,0.008812008764638238,0.009104814817340894,0.009350666803246378,0.009578376650491589,0.009787014137295767
0.001710470119904274,0.0029407357177168407,0.003942331868865641,0.004759388458679608,0.005489929167008522,0.006159176149519744,0.0067460486415307115,0.007326223053774689,0.007912453640111628,0.008456431664418467,0.00895165367818213,0.009419237798028827,0.009872817602117296,0.010303035520053338,0.010701213158908665,0.011082822118294687,0.01143810708867462,0.011782359116466403,0.012072005673525576,0.012338216844290373,0.012581633976949915
0.002617499202029749,0.004343310709415719,0.005670349646609108,0.006725775689808367,0.007654417960902738,0.008493319003052209,0.009222510158605084,0.009936799616901786,0.010652067137675714,0.011310089788848534,0.011903917697430037,0.012462280978693228,0.012998627506746055,0.013504667634695407,0.01396898973275245,0.014410297055580135,0.014820122284877434,0.01521495915512361,0.015546482835085355,0.015849530980090905,0.016124921307551377
0.004029616216344636,0.0064779004376376995,0.008219625575159878,0.009558403308197315,0.01071490924038918,0.011740008353788928,0.01262096838040556,0.013473855150663376,0.014318174226556358,0.015087082520803723,0.015772756920891997,0.01641017764870386,0.01702088135359256,0.01758833514561378,0.018102579815137316,0.018588946074712155,0.019038178708394957,0.019470039966984598,0.019827568429231536,0.020151825752372,0.02044432678211609
0.009741582940242266,0.014276360195372899,0.016886239464635536,0.018734546178577734,0.020242048728215382,0.021493711116498372,0.022523623230223,0.023493763487633188,0.02441295196277523,0.02521180938661405,0.025907238214591392,0.026544967431353376,0.02712858026611937,0.027658090643449915,0.02812157607321127,0.028553046438797736,0.028951462143269654,0.02932725854862928,0.029632440414492457,0.02991183295514616,0.030157626336867152
0.015315002715608919,0.020919172586913514,0.02387673597857117,0.026027403571647695,0.027788809009141525,0.029218267975172494,0.030430709740660276,0.031533114266452215,0.03257251941733761,0.03347593009117148,0.034272130146383945,0.034972219139955484,0.03561434407290505,0.03620937463585023,0.03672740283539254,0.03718658804085338,0.037630383441307626,0.03803513162478054,0.03836799354983702,0.03866974358179527,0.038934001887490965
