1,2,3,4,5,6,7,8,9,10,11,12,13
3.2890696471514297e-06,5.954442716778777e-06,1.554703508295694e-05,3.0230491630824193e-05,4.156797397442267e-05,5.2054173247797896e-05,5.9939172235519666e-05,6.65226102377791e-05,7.209628892715134e-05,7.626830513745351e-05,7.962833090575185e-05,8.274169838357806e-05,8.529687180547767e-05
4.446977761352004e-06,8.082613969718751e-06,2.041597298475702e-05,3.956702209658778e-05,5.44720868404051e-05,6.817740387683438e-05,7.855253098022733e-05,8.71868851808116e-05,9.424960757690801e-05,9.976292516147152e-05,0.0001041929592893633,0.0001082945360088239,0.0001116492059103313
8.042819889214536e-06,1.480157351987486e-05,3.252359721054967e-05,5.724229659603797e-05,7.616386964249247e-05,9.358658614633479e-05,0.00010700303259138756,0.00011817838766456407,0.0001274848753151681,0.0001346385412808099,0.0001405011259110967,0.00014600483859462436,0.00015051909483126494
1.2770592269459975e-05,2.227756844262811e-05,4.5991580084726816e-05,7.91267486591116e-05,0.00010286601403324149,0.00012544665854100087,0.00014298994862549076,0.00015772141613231943,0.00017003734386778472,0.0001794381173060544,0.00018706714087760647,0.00019426115615568104,0.00020024499249919178
1.9454369640575456e-05,3.356038313059468e-05,6.72682070271621e-05,0.00011141423939024978,0.00014234336309758421,0.00017176783525457663,0.00019485208747022754,0.0002144819831178265,0.00023062006907007836,0.0002430479301960294,0.0002532742052458054,0.000262878634447742,0.00027086849322597846
2.6664990172812992e-05,4.7156771521095777e-05,8.740111133003783e-05,0.00014294923584409812,0.00018892999733917295,0.0002299537924670645,0.0002611456344477339,0.00028784105270565147,0.00030991898822112647,0.0003269922773885385,0.0003408432836219859,0.00035347209738441967,0.0003641009381337167
4.585128246480989e-05,8.348056587256808e-05,0.00014715399619281898,0.00022713626720549519,0.0002791682932191475,0.0003286598413482468,0.0003682888306821522,0.000402191108131416,0.000429670120486707,0.00045099884961810583,0.00046878579848381557,0.00048560034322965665,0.0004997933849969665
6.845691364643665e-05,0.00012647548010310487,0.0002234935502099515,0.00033365079528748436,0.00040145675726043395,0.0004658741425558069,0.000518230876881557,0.0005627865139074417,0.0005987444725600408,0.0006266689330750193,0.000650078919102994,0.0006723353857566294,0.00069125063274526
9.745852347732029e-05,0.0001392547071651576,0.00023590804560086437,0.0003648456385562588,0.00047557513283010835,0.0005703440740398153,0.0006424042653229525,0.000704447740078987,0.000755361026596044,0.0007949283796947733,0.000827077747246868,0.0008561341767903543,0.0008809624627134915
0.00017046762597110808,0.00032408800842398925,0.0005432166929267238,0.0007589697589857451,0.0008858449358001407,0.0009961517325946748,0.0010891279799836963,0.0011679338492217564,0.0012302036442402933,0.0012786377244846075,0.001319958547030022,0.0013600891874627396,0.0013944641980628213
0.00026599564250933696,0.0005240823695688231,0.0008635595373200249,0.0011429108576318252,0.001354279552854963,0.001500142891741458,0.0016256251614837488,0.0017312094906064403,0.0018137140593146258,0.0018778242844405164,0.0019329373123390154,0.0019870987892172385,0.0020336829225106796
0.0004242926453969154,0.0008528522373229412,0.0013879144307954103,0.0017803781093367744,0.00207747295337028,0.0023097505336546493,0.0024819589874145297,0.002625690291316613,0.0027365735635316336,0.0028224986915950817,0.0028970207644527356,0.0029708077159182056,0.0030344167142511303
0.000688398949858284,0.0014245520456494015,0.0022747495630153487,0.003011542947553597,0.003354688305120247,0.0036249135669078826,0.0038649105166536253,0.004064375601526725,0.00421610801304918,0.004333299398130537,0.0044352045803025,0.004536979877355175,0.004624406603977592
0.001103295666091597,0.0023344484333831716,0.003718475573130666,0.0048522332138285565,0.005367836325606451,0.005752110644441481,0.006095005656989649,0.0063764319341988885,0.006587899552645534,0.006750847776132371,0.006892656108684476,0.007033396043093147,0.007153652131537015
0.001772700917751108,0.0038630177629195308,0.006074171753620363,0.007806283699779534,0.00858615626180603,0.009141746760474027,0.009636164627810428,0.010035467948393828,0.010333537457681728,0.010562805367073526,0.010761211853637657,0.01095463477516817,0.011117824363043911
0.0028641851727879454,0.006322345016164378,0.009842533840344166,0.012402113148085226,0.013547916176091478,0.014331758919944416,0.01487262641970958,0.01533678314351235,0.015719062777043203,0.016013187394570236,0.016236250669631875,0.016416261566622525,0.016570856436977532
0.004662898294885791,0.010273323919120338,0.015666481238159623,0.019176336943891464,0.02074199972869267,0.02183809877382131,0.02279282303489115,0.023560929192132266,0.024131787310417437,0.02456444569787454,0.024926545555164714,0.025259328661008794,0.025533150975467142
0.007697555666773488,0.016528997018206242,0.02418811986275971,0.028368315473556772,0.03027946524713144,0.03167977872556457,0.03286717075324759,0.033801827247186056,0.034498128029361655,0.03502903518933507,0.03546325813085346,0.035836716268087605,0.03613522507106978
0.013033066904104416,0.026249753259209578,0.03558869110781802,0.03938106441801489,0.041493585202501904,0.043091596985651,0.04437144732876154,0.04536100488315126,0.04610944191993471,0.04668514603545275,0.04713570647072396,0.04749453597601439,0.04777023532291396
0.02319863114542327,0.041544956746816644,0.05077874579974425,0.05285167016407974,0.05531402414860927,0.05695099770411328,0.05820095724634882,0.05914176264337859,0.059875846857858434,0.06045089730124779,0.060868197104723215,0.0611566866515781,0.061375798937523006
0.04574738595393199,0.06298698865788757,0.06716680884984641,0.06847602546218305,0.0703640041182533,0.07177800538635297,0.07264976591323148,0.07321572293150871,0.0737183492715683,0.07414091293729311,0.07442294212701334,0.07459896514499068,0.07472184005252706
