5633,2291,2716,3354,653,520,1
9657,15209,17503,15715,8818,2428,868
4023,2916,2866,3178,1306,520,1
8852,3958,5884,5827,1959,867,1
12071,7917,9053,14479,16166,11276,4051
1,2083,2263,1942,1796,173,1
1609,2500,1207,1765,1306,693,1
3219,5417,3621,3354,2612,693,1
1609,4792,2565,5297,2612,1040,1
5633,4166,4224,4944,3592,1214,289
7242,6250,6186,6709,3919,2602,1
4023,4792,4074,3354,2776,346,1
1,833,1659,882,1143,173,1
10461,9375,9355,9358,7185,1387,1
3219,1458,1961,1942,489,346,1
26556,16667,13127,14302,9797,2775,1
1609,2708,3772,5297,6368,1561,289
3219,2083,2565,3178,1306,346,578
1,1041,1508,1236,653,173,1
3219,2500,2112,1412,816,346,1
28971,20626,23689,19953,12084,2428,289
27361,30627,29876,27016,16983,2949,289
804,4375,5582,5297,3592,867,289
8047,5000,3168,3884,2449,520,1
2414,8333,8298,7592,5225,1387,1
2414,3541,3319,4061,2939,1040,1
11266,11667,11769,10418,7185,2602,868
3219,4375,4526,4061,1469,173,1
7242,10834,8298,9358,5062,1561,289
12071,21251,22331,24191,12574,4510,1
8047,7708,5884,9358,6205,867,1
8047,9375,6488,4237,979,693,1
5633,4583,5582,6709,4082,1908,289
3219,6250,5432,4237,1959,1040,1
4828,8750,8600,7063,5552,1734,1
11266,9792,9656,9005,5225,693,1
15290,13125,10109,9005,4409,1908,289
21728,28752,27914,29841,19759,5725,578
16899,12709,9958,7769,4735,1214,289
4828,3750,3319,4414,2939,173,1
30580,37085,36062,33549,22208,4684,578
804,5417,7997,12183,9308,2602,289
4828,4375,5884,3884,2776,867,1
3219,5417,4375,2825,2122,867,1
5633,6250,6337,5473,2449,867,1
1609,3750,3319,3531,2122,693,1
3219,2083,1358,2118,653,346,1
4023,4792,5582,4237,3102,693,1
2414,625,905,1059,1306,346,1
5633,7708,6639,8475,4245,1734,868
10461,9167,6488,5473,3265,1,1
7242,7917,7242,6533,3265,1040,1
6438,5417,4074,4414,3102,520,1
16095,16667,13881,13419,8001,1387,289
3219,7708,7846,10064,8001,2949,868
12071,11250,10864,11830,9961,2775,1
1,1875,1508,882,1959,173,1
2414,7708,5582,4237,3592,693,1
18509,10834,10864,11300,7511,3469,1
1609,2500,3017,2118,2286,693,1
15290,19376,14032,14832,7675,1561,1
1,1875,1207,882,816,173,1
9657,6667,8600,7592,6042,1214,1
1,3541,2112,3354,1306,173,1
24142,15626,12674,12713,6205,1908,1
19314,12709,12523,8299,5715,1214,289
24947,20418,18861,22248,15513,4857,289
18509,13542,17201,17128,10124,2775,578
3219,3125,2565,2472,489,346,1
1609,2500,905,1412,326,173,1
1609,4166,4979,3178,2286,1387,1
804,4166,5281,6533,4572,867,1
7242,7708,8902,8122,5225,1561,1
7242,5208,5130,4237,2776,1040,1
1,5833,6488,6003,4735,2949,1
6438,4166,3319,5120,1796,520,1
20923,13959,14485,13243,7675,1387,1
1609,3541,2414,1765,1632,173,1
