Fitness,Establishment_Time,Error_Fitness,Error_Establishment_Time,Probability_Adaptive,Mean_Fitness,Kappa_Value,Mutant_Cell_Fraction,Inference_Time
0.1038403481833367,199.0,0.07662997965579521,69.66359766647997,0.55421674765642,6.840191894375704e-05,2.5,0.0018607085502454293,99.14899
0.0,0.0,0.0,0.0,0.19312585239604438,0.00023133579172174873,1.3817248297544407,0.006064749766649245,108.56665
0.0,0.0,0.0,0.0,0.23279229574669494,0.0005589105610475592,3.080058269842667,0.014389331661544533,116.13158
0.0,0.0,0.0,0.0,0.18467080620451462,0.0015134407596543436,1.30734544035121,0.0370055904342305,108.83504
0.0,0.0,0.0,0.0,0.034681346130232826,0.005705005458337646,1.360246866481147,0.11677287721483953,136.36098
0.0,0.0,0.0,0.0,0.14411819543583718,0.02442590567678111,1.3437384571518076,0.41003731812795835,149.38762
0.0,0.0,0.0,0.0,0.170028745342038,0.059758301587244586,1.201132533369676,0.8435445236040328,168.56136
0.0,0.0,0.0,0.0,0.041621243570462485,0.07598818512124535,1.150467543553331,0.987530179340764,164.9628
0.0,0.0,0.0,0.0,0.263963779538082,,,,158.42745
0.0,0.0,0.0,0.0,0.22421914262703097,,,,162.31096
0.0,0.0,0.0,0.0,0.19190879908418132,,,,179.95241
0.0,0.0,0.0,0.0,0.16783332475489687,,,,186.02274
0.0,0.0,0.0,0.0,0.14106116363812263,,,,204.0929
0.0,0.0,0.0,0.0,0.44170548272778803,,,,190.36832
0.0,0.0,0.0,0.0,0.426081903726354,,,,184.65402
0.0,0.0,0.0,0.0,0.05856177896470034,,,,
0.0,0.0,0.0,0.0,0.1727065440252958,,,,
0.0,0.0,0.0,0.0,0.2438112460383373,,,,
0.0,0.0,0.0,0.0,0.3278408781790167,,,,
0.0,0.0,0.0,0.0,0.3515299837410932,,,,
0.0,0.0,0.0,0.0,0.42463516585457833,,,,
0.0,0.0,0.0,0.0,0.3629902737839281,,,,
0.0,0.0,0.0,0.0,0.048260755631772054,,,,
0.0,0.0,0.0,0.0,0.2699921414578277,,,,
0.08019315941535578,199.0,0.02999216695108058,25.41208878255614,0.6083030073306074,,,,
0.0,0.0,0.0,0.0,0.3648194368481854,,,,
0.0,0.0,0.0,0.0,0.20276562393614608,,,,
0.10386513988550743,192.8040715773633,inf,nan,0.5352774091623874,,,,
0.024039942951964478,-77.98586522718976,0.0038366290940593526,37.677665530853965,0.550566057193628,,,,
0.10302158982018683,199.0,0.0475589838458007,42.274610693320184,0.5241873606494653,,,,
0.0,0.0,0.0,0.0,0.20078080847604482,,,,
0.0,0.0,0.0,0.0,0.34610247601527816,,,,
0.0,0.0,0.0,0.0,0.41229485388289905,,,,
0.0,0.0,0.0,0.0,0.4778120594232806,,,,
0.0,0.0,0.0,0.0,0.2790091802418413,,,,
0.0,0.0,0.0,0.0,0.33770787074900305,,,,
0.0,0.0,0.0,0.0,0.24582904338162934,,,,
0.0,0.0,0.0,0.0,0.38797833117549185,,,,
0.0,0.0,0.0,0.0,0.40425028985610517,,,,
0.0,0.0,0.0,0.0,0.11856309847575738,,,,
0.0,0.0,0.0,0.0,0.19056577170931707,,,,
0.0,0.0,0.0,0.0,0.229491152118266,,,,
0.0,0.0,0.0,0.0,0.11944798344109198,,,,
