1,2,3,4,5,6
2.0181446964084158e-05,4.806013492522663e-05,6.170619669995004e-05,6.738787255693636e-05,7.017322456455764e-05,7.123823053057789e-05
3.591433307368776e-05,8.445946739892521e-05,0.000108984234493805,0.0001196274066789432,0.00012458991656480388,0.00012658027346162243
4.8637492353925095e-05,0.00011279427227892699,0.0001457351844916208,0.00016011266359127786,0.00016681786338994145,0.00016950005228246197
6.508281102572328e-05,0.00014953576565881717,0.00019352279363774055,0.00021295171701055657,0.0002219562233673428,0.00022558952211567326
8.747086293314847e-05,0.00019871725838012838,0.000257899341838565,0.0002844699267140895,0.00029668448326776925,0.00030170677324597035
0.00011721969111147652,0.0002646422299873911,0.0003443140922422258,0.00038059841171438785,0.000397177454497169,0.0004040635267783581
0.00015847366033091214,0.0003536198456690115,0.0004607900965602102,0.0005102400497963632,0.0005327410490741152,0.0005421554960283759
0.0002113031976417385,0.0004708119109285032,0.0006158022697620109,0.0006825379892040047,0.00071251816785072,0.0007251549444266284
0.00028860391451501413,0.0006342210442064239,0.0008300039672010039,0.000921947959057725,0.0009631881474533984,0.000980863368957098
0.0003973440834781702,0.000857844391955539,0.0011207864336941877,0.0012458239785458653,0.001301687177792381,0.0013258284108361741
0.0005479474152003233,0.001163228016082221,0.0015178499085312898,0.0016874468717296759,0.0017628331965084878,0.0017957000477407084
0.0007610324286148366,0.0015839589075567616,0.002060866765164385,0.0022894421379840717,0.00239039197022522,0.0024347337249895186
0.0010578550337338173,0.002162819939708896,0.0028022509455997617,0.0031082058007131396,0.0032422922728046048,0.0033018270845887
0.0014914286491909893,0.002972623287836961,0.0038223759610532433,0.004226943069350905,0.004403251348807511,0.004482122036017966
0.0021135131957644424,0.0040989458404682025,0.00521758393654605,0.005741218754299331,0.005968473632610089,0.006070954271780405
0.003034641434388332,0.005683341699691187,0.007127255564208853,0.007787929024852056,0.008072866942583,0.008202732644269595
0.004383062952495205,0.007746414157513698,0.009209554758965078,0.009779143541688809,0.01004155971963326,0.0101567912382237
0.00655745918409015,0.011061593459218795,0.013211716830986606,0.014148601475638295,0.01456792766261142,0.014757881924653615
0.010024788113345695,0.015603373265445695,0.018001589356514133,0.019008944506744563,0.019477644789163157,0.019684833493529556
0.015898116405785773,0.02208641728064401,0.024512752549929583,0.025515639896975313,0.02601398565470362,0.02623064982924705
