1,2,3,4,5,6,7
0.00013577729596884108,0.0002951569288460115,0.00034957279438550213,0.0003685814025239791,0.0003751078008979627,0.00037715160108893627,0.0003776516311304652
0.00017843486186037446,0.00039141067653701523,0.0004714903373839006,0.0005027866036583458,0.0005152471187768318,0.0005202659575464631,0.0005222871450659255
0.0003166140363901167,0.0006978706354975939,0.0008678593003611107,0.0009459961319076742,0.000982753031467453,0.001000649915170205,0.0010096275229038844
0.0006022650904247048,0.0012938058534379111,0.001646975134910953,0.0018285852974031353,0.0019225226321419701,0.0019721365326206353,0.0019990155920886076
0.0008559916811334582,0.001810407053455152,0.0023196858159033234,0.002592596962443288,0.002738489801279388,0.0028173826741044587,0.0028613018470335177
0.0013133065182441824,0.0026217131210113723,0.0033549742865219235,0.0037600729199616977,0.00398246929079173,0.004105231281987802,0.004174595614633542
0.002133507626446364,0.0039710578367333155,0.005029289467647689,0.005628675560538206,0.005963659309703597,0.0061504345522595885,0.006257880309738758
0.003691031975394353,0.0063516239768762976,0.007893896691602493,0.00877414003515788,0.009271957511467043,0.009551058463702633,0.00971399143356367
0.012853528703649595,0.018927638049140154,0.0220364760867685,0.02375685376244108,0.024725890893229557,0.025288284666250736,0.025611922461995784
0.026016226574045207,0.033883356553411244,0.03776499363976135,0.03988073287609112,0.041072807456958134,0.04176256615527262,0.042157839397934056
