0,600000000
16,600000000
24,600000000
32,600000000
40,600000000
48,600000000
56,600000000
64,600000000
72,600000000
80,600000000
88,600000000
96,600000000
104,600000000
112,600000000
120,600000000
128,600000000
136,600000000
144,600000000
152,600000000
160,600000000
