full_name,plate,well,diploid?
EVO1D_IRAs_R1_T19_Plate1-A1,EVO1D_IRAs_R1_T19_Plate1,A1,?
EVO1D_IRAs_R1_T19_Plate1-A2,EVO1D_IRAs_R1_T19_Plate1,A2,?
EVO1D_IRAs_R1_T19_Plate1-A3,EVO1D_IRAs_R1_T19_Plate1,A3,?
EVO1D_IRAs_R1_T19_Plate1-A4,EVO1D_IRAs_R1_T19_Plate1,A4,?
EVO1D_IRAs_R1_T19_Plate1-A5,EVO1D_IRAs_R1_T19_Plate1,A5,?
EVO1D_IRAs_R1_T19_Plate1-A6,EVO1D_IRAs_R1_T19_Plate1,A6,?
EVO1D_IRAs_R1_T19_Plate1-A7,EVO1D_IRAs_R1_T19_Plate1,A7,?
EVO1D_IRAs_R1_T19_Plate1-A8,EVO1D_IRAs_R1_T19_Plate1,A8,?
EVO1D_IRAs_R1_T19_Plate1-A9,EVO1D_IRAs_R1_T19_Plate1,A9,?
EVO1D_IRAs_R1_T19_Plate1-A10,EVO1D_IRAs_R1_T19_Plate1,A10,?
EVO1D_IRAs_R1_T19_Plate1-A11,EVO1D_IRAs_R1_T19_Plate1,A11,?
EVO1D_IRAs_R1_T19_Plate1-A12,EVO1D_IRAs_R1_T19_Plate1,A12,?
EVO1D_IRAs_R1_T19_Plate1-B1,EVO1D_IRAs_R1_T19_Plate1,B1,?
EVO1D_IRAs_R1_T19_Plate1-B2,EVO1D_IRAs_R1_T19_Plate1,B2,?
EVO1D_IRAs_R1_T19_Plate1-B3,EVO1D_IRAs_R1_T19_Plate1,B3,?
EVO1D_IRAs_R1_T19_Plate1-B4,EVO1D_IRAs_R1_T19_Plate1,B4,?
EVO1D_IRAs_R1_T19_Plate1-B5,EVO1D_IRAs_R1_T19_Plate1,B5,?
EVO1D_IRAs_R1_T19_Plate1-B6,EVO1D_IRAs_R1_T19_Plate1,B6,?
EVO1D_IRAs_R1_T19_Plate1-B7,EVO1D_IRAs_R1_T19_Plate1,B7,?
EVO1D_IRAs_R1_T19_Plate1-B8,EVO1D_IRAs_R1_T19_Plate1,B8,?
EVO1D_IRAs_R1_T19_Plate1-B9,EVO1D_IRAs_R1_T19_Plate1,B9,?
EVO1D_IRAs_R1_T19_Plate1-B10,EVO1D_IRAs_R1_T19_Plate1,B10,?
EVO1D_IRAs_R1_T19_Plate1-B11,EVO1D_IRAs_R1_T19_Plate1,B11,?
EVO1D_IRAs_R1_T19_Plate1-B12,EVO1D_IRAs_R1_T19_Plate1,B12,?
EVO1D_IRAs_R1_T19_Plate1-C1,EVO1D_IRAs_R1_T19_Plate1,C1,?
EVO1D_IRAs_R1_T19_Plate1-C2,EVO1D_IRAs_R1_T19_Plate1,C2,?
EVO1D_IRAs_R1_T19_Plate1-C3,EVO1D_IRAs_R1_T19_Plate1,C3,?
EVO1D_IRAs_R1_T19_Plate1-C4,EVO1D_IRAs_R1_T19_Plate1,C4,?
EVO1D_IRAs_R1_T19_Plate1-C5,EVO1D_IRAs_R1_T19_Plate1,C5,?
EVO1D_IRAs_R1_T19_Plate1-C6,EVO1D_IRAs_R1_T19_Plate1,C6,?
EVO1D_IRAs_R1_T19_Plate1-C7,EVO1D_IRAs_R1_T19_Plate1,C7,?
EVO1D_IRAs_R1_T19_Plate1-C8,EVO1D_IRAs_R1_T19_Plate1,C8,?
EVO1D_IRAs_R1_T19_Plate1-C9,EVO1D_IRAs_R1_T19_Plate1,C9,?
EVO1D_IRAs_R1_T19_Plate1-C10,EVO1D_IRAs_R1_T19_Plate1,C10,?
EVO1D_IRAs_R1_T19_Plate1-C11,EVO1D_IRAs_R1_T19_Plate1,C11,?
EVO1D_IRAs_R1_T19_Plate1-C12,EVO1D_IRAs_R1_T19_Plate1,C12,?
EVO1D_IRAs_R1_T19_Plate1-D1,EVO1D_IRAs_R1_T19_Plate1,D1,?
EVO1D_IRAs_R1_T19_Plate1-D2,EVO1D_IRAs_R1_T19_Plate1,D2,?
EVO1D_IRAs_R1_T19_Plate1-D3,EVO1D_IRAs_R1_T19_Plate1,D3,?
EVO1D_IRAs_R1_T19_Plate1-D4,EVO1D_IRAs_R1_T19_Plate1,D4,?
EVO1D_IRAs_R1_T19_Plate1-D5,EVO1D_IRAs_R1_T19_Plate1,D5,?
EVO1D_IRAs_R1_T19_Plate1-D6,EVO1D_IRAs_R1_T19_Plate1,D6,?
EVO1D_IRAs_R1_T19_Plate1-D7,EVO1D_IRAs_R1_T19_Plate1,D7,?
EVO1D_IRAs_R1_T19_Plate1-D8,EVO1D_IRAs_R1_T19_Plate1,D8,?
EVO1D_IRAs_R1_T19_Plate1-D9,EVO1D_IRAs_R1_T19_Plate1,D9,?
EVO1D_IRAs_R1_T19_Plate1-D10,EVO1D_IRAs_R1_T19_Plate1,D10,?
EVO1D_IRAs_R1_T19_Plate1-D11,EVO1D_IRAs_R1_T19_Plate1,D11,?
EVO1D_IRAs_R1_T19_Plate1-D12,EVO1D_IRAs_R1_T19_Plate1,D12,?
EVO1D_IRAs_R1_T19_Plate1-E1,EVO1D_IRAs_R1_T19_Plate1,E1,?
EVO1D_IRAs_R1_T19_Plate1-E2,EVO1D_IRAs_R1_T19_Plate1,E2,?
EVO1D_IRAs_R1_T19_Plate1-E3,EVO1D_IRAs_R1_T19_Plate1,E3,?
EVO1D_IRAs_R1_T19_Plate1-E4,EVO1D_IRAs_R1_T19_Plate1,E4,?
EVO1D_IRAs_R1_T19_Plate1-E5,EVO1D_IRAs_R1_T19_Plate1,E5,?
EVO1D_IRAs_R1_T19_Plate1-E6,EVO1D_IRAs_R1_T19_Plate1,E6,?
EVO1D_IRAs_R1_T19_Plate1-E7,EVO1D_IRAs_R1_T19_Plate1,E7,?
EVO1D_IRAs_R1_T19_Plate1-E8,EVO1D_IRAs_R1_T19_Plate1,E8,?
EVO1D_IRAs_R1_T19_Plate1-E9,EVO1D_IRAs_R1_T19_Plate1,E9,?
EVO1D_IRAs_R1_T19_Plate1-E10,EVO1D_IRAs_R1_T19_Plate1,E10,?
EVO1D_IRAs_R1_T19_Plate1-E11,EVO1D_IRAs_R1_T19_Plate1,E11,?
EVO1D_IRAs_R1_T19_Plate1-E12,EVO1D_IRAs_R1_T19_Plate1,E12,?
EVO1D_IRAs_R1_T19_Plate1-F1,EVO1D_IRAs_R1_T19_Plate1,F1,?
EVO1D_IRAs_R1_T19_Plate1-F2,EVO1D_IRAs_R1_T19_Plate1,F2,?
EVO1D_IRAs_R1_T19_Plate1-F3,EVO1D_IRAs_R1_T19_Plate1,F3,?
EVO1D_IRAs_R1_T19_Plate1-F4,EVO1D_IRAs_R1_T19_Plate1,F4,?
EVO1D_IRAs_R1_T19_Plate1-F5,EVO1D_IRAs_R1_T19_Plate1,F5,?
EVO1D_IRAs_R1_T19_Plate1-F6,EVO1D_IRAs_R1_T19_Plate1,F6,?
EVO1D_IRAs_R1_T19_Plate1-F7,EVO1D_IRAs_R1_T19_Plate1,F7,?
EVO1D_IRAs_R1_T19_Plate1-F8,EVO1D_IRAs_R1_T19_Plate1,F8,?
EVO1D_IRAs_R1_T19_Plate1-F9,EVO1D_IRAs_R1_T19_Plate1,F9,?
EVO1D_IRAs_R1_T19_Plate1-F10,EVO1D_IRAs_R1_T19_Plate1,F10,?
EVO1D_IRAs_R1_T19_Plate1-F11,EVO1D_IRAs_R1_T19_Plate1,F11,?
EVO1D_IRAs_R1_T19_Plate1-F12,EVO1D_IRAs_R1_T19_Plate1,F12,?
EVO1D_IRAs_R1_T19_Plate1-G1,EVO1D_IRAs_R1_T19_Plate1,G1,?
EVO1D_IRAs_R1_T19_Plate1-G2,EVO1D_IRAs_R1_T19_Plate1,G2,?
EVO1D_IRAs_R1_T19_Plate1-G3,EVO1D_IRAs_R1_T19_Plate1,G3,?
EVO1D_IRAs_R1_T19_Plate1-G4,EVO1D_IRAs_R1_T19_Plate1,G4,?
EVO1D_IRAs_R1_T19_Plate1-G5,EVO1D_IRAs_R1_T19_Plate1,G5,?
EVO1D_IRAs_R1_T19_Plate1-G6,EVO1D_IRAs_R1_T19_Plate1,G6,?
EVO1D_IRAs_R1_T19_Plate1-G7,EVO1D_IRAs_R1_T19_Plate1,G7,?
EVO1D_IRAs_R1_T19_Plate1-G8,EVO1D_IRAs_R1_T19_Plate1,G8,?
EVO1D_IRAs_R1_T19_Plate1-G9,EVO1D_IRAs_R1_T19_Plate1,G9,?
EVO1D_IRAs_R1_T19_Plate1-G10,EVO1D_IRAs_R1_T19_Plate1,G10,?
EVO1D_IRAs_R1_T19_Plate1-G11,EVO1D_IRAs_R1_T19_Plate1,G11,?
EVO1D_IRAs_R1_T19_Plate1-G12,EVO1D_IRAs_R1_T19_Plate1,G12,?
EVO1D_IRAs_R1_T19_Plate1-H1,EVO1D_IRAs_R1_T19_Plate1,H1,?
EVO1D_IRAs_R1_T19_Plate1-H2,EVO1D_IRAs_R1_T19_Plate1,H2,?
EVO1D_IRAs_R1_T19_Plate1-H3,EVO1D_IRAs_R1_T19_Plate1,H3,?
EVO1D_IRAs_R1_T19_Plate1-H4,EVO1D_IRAs_R1_T19_Plate1,H4,?
EVO1D_IRAs_R1_T19_Plate1-H5,EVO1D_IRAs_R1_T19_Plate1,H5,?
EVO1D_IRAs_R1_T19_Plate1-H6,EVO1D_IRAs_R1_T19_Plate1,H6,?
EVO1D_IRAs_R1_T19_Plate1-H7,EVO1D_IRAs_R1_T19_Plate1,H7,?
EVO1D_IRAs_R1_T19_Plate1-H8,EVO1D_IRAs_R1_T19_Plate1,H8,?
EVO1D_IRAs_R1_T19_Plate1-H9,EVO1D_IRAs_R1_T19_Plate1,H9,?
EVO1D_IRAs_R1_T19_Plate1-H10,EVO1D_IRAs_R1_T19_Plate1,H10,?
EVO1D_IRAs_R1_T19_Plate1-H11,EVO1D_IRAs_R1_T19_Plate1,H11,?
EVO1D_IRAs_R1_T19_Plate1-H12,EVO1D_IRAs_R1_T19_Plate1,H12,?
EVO1D_IRAs_R1_T19_Plate2-A1,EVO1D_IRAs_R1_T19_Plate2,A1,?
EVO1D_IRAs_R1_T19_Plate2-A2,EVO1D_IRAs_R1_T19_Plate2,A2,?
EVO1D_IRAs_R1_T19_Plate2-A3,EVO1D_IRAs_R1_T19_Plate2,A3,?
EVO1D_IRAs_R1_T19_Plate2-A4,EVO1D_IRAs_R1_T19_Plate2,A4,?
EVO1D_IRAs_R1_T19_Plate2-A5,EVO1D_IRAs_R1_T19_Plate2,A5,?
EVO1D_IRAs_R1_T19_Plate2-A6,EVO1D_IRAs_R1_T19_Plate2,A6,?
EVO1D_IRAs_R1_T19_Plate2-A7,EVO1D_IRAs_R1_T19_Plate2,A7,?
EVO1D_IRAs_R1_T19_Plate2-A8,EVO1D_IRAs_R1_T19_Plate2,A8,?
EVO1D_IRAs_R1_T19_Plate2-A9,EVO1D_IRAs_R1_T19_Plate2,A9,?
EVO1D_IRAs_R1_T19_Plate2-A10,EVO1D_IRAs_R1_T19_Plate2,A10,?
EVO1D_IRAs_R1_T19_Plate2-A11,EVO1D_IRAs_R1_T19_Plate2,A11,?
EVO1D_IRAs_R1_T19_Plate2-A12,EVO1D_IRAs_R1_T19_Plate2,A12,?
EVO1D_IRAs_R1_T19_Plate2-B1,EVO1D_IRAs_R1_T19_Plate2,B1,?
EVO1D_IRAs_R1_T19_Plate2-B2,EVO1D_IRAs_R1_T19_Plate2,B2,?
EVO1D_IRAs_R1_T19_Plate2-B3,EVO1D_IRAs_R1_T19_Plate2,B3,?
EVO1D_IRAs_R1_T19_Plate2-B4,EVO1D_IRAs_R1_T19_Plate2,B4,?
EVO1D_IRAs_R1_T19_Plate2-B5,EVO1D_IRAs_R1_T19_Plate2,B5,?
EVO1D_IRAs_R1_T19_Plate2-B6,EVO1D_IRAs_R1_T19_Plate2,B6,?
EVO1D_IRAs_R1_T19_Plate2-B7,EVO1D_IRAs_R1_T19_Plate2,B7,?
EVO1D_IRAs_R1_T19_Plate2-B8,EVO1D_IRAs_R1_T19_Plate2,B8,?
EVO1D_IRAs_R1_T19_Plate2-B9,EVO1D_IRAs_R1_T19_Plate2,B9,?
EVO1D_IRAs_R1_T19_Plate2-B10,EVO1D_IRAs_R1_T19_Plate2,B10,?
EVO1D_IRAs_R1_T19_Plate2-B11,EVO1D_IRAs_R1_T19_Plate2,B11,?
EVO1D_IRAs_R1_T19_Plate2-B12,EVO1D_IRAs_R1_T19_Plate2,B12,?
EVO1D_IRAs_R1_T19_Plate2-C1,EVO1D_IRAs_R1_T19_Plate2,C1,?
EVO1D_IRAs_R1_T19_Plate2-C2,EVO1D_IRAs_R1_T19_Plate2,C2,?
EVO1D_IRAs_R1_T19_Plate2-C3,EVO1D_IRAs_R1_T19_Plate2,C3,?
EVO1D_IRAs_R1_T19_Plate2-C4,EVO1D_IRAs_R1_T19_Plate2,C4,?
EVO1D_IRAs_R1_T19_Plate2-C5,EVO1D_IRAs_R1_T19_Plate2,C5,?
EVO1D_IRAs_R1_T19_Plate2-C6,EVO1D_IRAs_R1_T19_Plate2,C6,?
EVO1D_IRAs_R1_T19_Plate2-C7,EVO1D_IRAs_R1_T19_Plate2,C7,?
EVO1D_IRAs_R1_T19_Plate2-C8,EVO1D_IRAs_R1_T19_Plate2,C8,?
EVO1D_IRAs_R1_T19_Plate2-C9,EVO1D_IRAs_R1_T19_Plate2,C9,?
EVO1D_IRAs_R1_T19_Plate2-C10,EVO1D_IRAs_R1_T19_Plate2,C10,?
EVO1D_IRAs_R1_T19_Plate2-C11,EVO1D_IRAs_R1_T19_Plate2,C11,?
EVO1D_IRAs_R1_T19_Plate2-C12,EVO1D_IRAs_R1_T19_Plate2,C12,?
EVO1D_IRAs_R1_T19_Plate2-D1,EVO1D_IRAs_R1_T19_Plate2,D1,?
EVO1D_IRAs_R1_T19_Plate2-D2,EVO1D_IRAs_R1_T19_Plate2,D2,?
EVO1D_IRAs_R1_T19_Plate2-D3,EVO1D_IRAs_R1_T19_Plate2,D3,?
EVO1D_IRAs_R1_T19_Plate2-D4,EVO1D_IRAs_R1_T19_Plate2,D4,?
EVO1D_IRAs_R1_T19_Plate2-D5,EVO1D_IRAs_R1_T19_Plate2,D5,?
EVO1D_IRAs_R1_T19_Plate2-D6,EVO1D_IRAs_R1_T19_Plate2,D6,?
EVO1D_IRAs_R1_T19_Plate2-D7,EVO1D_IRAs_R1_T19_Plate2,D7,?
EVO1D_IRAs_R1_T19_Plate2-D8,EVO1D_IRAs_R1_T19_Plate2,D8,?
EVO1D_IRAs_R1_T19_Plate2-D9,EVO1D_IRAs_R1_T19_Plate2,D9,?
EVO1D_IRAs_R1_T19_Plate2-D10,EVO1D_IRAs_R1_T19_Plate2,D10,?
EVO1D_IRAs_R1_T19_Plate2-D11,EVO1D_IRAs_R1_T19_Plate2,D11,?
EVO1D_IRAs_R1_T19_Plate2-D12,EVO1D_IRAs_R1_T19_Plate2,D12,?
EVO1D_IRAs_R1_T19_Plate2-E1,EVO1D_IRAs_R1_T19_Plate2,E1,?
EVO1D_IRAs_R1_T19_Plate2-E2,EVO1D_IRAs_R1_T19_Plate2,E2,?
EVO1D_IRAs_R1_T19_Plate2-E3,EVO1D_IRAs_R1_T19_Plate2,E3,?
EVO1D_IRAs_R1_T19_Plate2-E4,EVO1D_IRAs_R1_T19_Plate2,E4,?
EVO1D_IRAs_R1_T19_Plate2-E5,EVO1D_IRAs_R1_T19_Plate2,E5,?
EVO1D_IRAs_R1_T19_Plate2-E6,EVO1D_IRAs_R1_T19_Plate2,E6,?
EVO1D_IRAs_R1_T19_Plate2-E7,EVO1D_IRAs_R1_T19_Plate2,E7,?
EVO1D_IRAs_R1_T19_Plate2-E8,EVO1D_IRAs_R1_T19_Plate2,E8,?
EVO1D_IRAs_R1_T19_Plate2-E9,EVO1D_IRAs_R1_T19_Plate2,E9,?
EVO1D_IRAs_R1_T19_Plate2-E10,EVO1D_IRAs_R1_T19_Plate2,E10,?
EVO1D_IRAs_R1_T19_Plate2-E11,EVO1D_IRAs_R1_T19_Plate2,E11,?
EVO1D_IRAs_R1_T19_Plate2-E12,EVO1D_IRAs_R1_T19_Plate2,E12,?
EVO1D_IRAs_R1_T19_Plate2-F1,EVO1D_IRAs_R1_T19_Plate2,F1,?
EVO1D_IRAs_R1_T19_Plate2-F2,EVO1D_IRAs_R1_T19_Plate2,F2,?
EVO1D_IRAs_R1_T19_Plate2-F3,EVO1D_IRAs_R1_T19_Plate2,F3,?
EVO1D_IRAs_R1_T19_Plate2-F4,EVO1D_IRAs_R1_T19_Plate2,F4,?
EVO1D_IRAs_R1_T19_Plate2-F5,EVO1D_IRAs_R1_T19_Plate2,F5,?
EVO1D_IRAs_R1_T19_Plate2-F6,EVO1D_IRAs_R1_T19_Plate2,F6,?
EVO1D_IRAs_R1_T19_Plate2-F7,EVO1D_IRAs_R1_T19_Plate2,F7,?
EVO1D_IRAs_R1_T19_Plate2-F8,EVO1D_IRAs_R1_T19_Plate2,F8,?
EVO1D_IRAs_R1_T19_Plate2-F9,EVO1D_IRAs_R1_T19_Plate2,F9,?
EVO1D_IRAs_R1_T19_Plate2-F10,EVO1D_IRAs_R1_T19_Plate2,F10,?
EVO1D_IRAs_R1_T19_Plate2-F11,EVO1D_IRAs_R1_T19_Plate2,F11,?
EVO1D_IRAs_R1_T19_Plate2-F12,EVO1D_IRAs_R1_T19_Plate2,F12,?
EVO1D_IRAs_R1_T19_Plate2-G1,EVO1D_IRAs_R1_T19_Plate2,G1,?
EVO1D_IRAs_R1_T19_Plate2-G2,EVO1D_IRAs_R1_T19_Plate2,G2,?
EVO1D_IRAs_R1_T19_Plate2-G3,EVO1D_IRAs_R1_T19_Plate2,G3,?
EVO1D_IRAs_R1_T19_Plate2-G4,EVO1D_IRAs_R1_T19_Plate2,G4,?
EVO1D_IRAs_R1_T19_Plate2-G5,EVO1D_IRAs_R1_T19_Plate2,G5,?
EVO1D_IRAs_R1_T19_Plate2-G6,EVO1D_IRAs_R1_T19_Plate2,G6,?
EVO1D_IRAs_R1_T19_Plate2-G7,EVO1D_IRAs_R1_T19_Plate2,G7,?
EVO1D_IRAs_R1_T19_Plate2-G8,EVO1D_IRAs_R1_T19_Plate2,G8,?
EVO1D_IRAs_R1_T19_Plate2-G9,EVO1D_IRAs_R1_T19_Plate2,G9,?
EVO1D_IRAs_R1_T19_Plate2-G10,EVO1D_IRAs_R1_T19_Plate2,G10,?
EVO1D_IRAs_R1_T19_Plate2-G11,EVO1D_IRAs_R1_T19_Plate2,G11,?
EVO1D_IRAs_R1_T19_Plate2-G12,EVO1D_IRAs_R1_T19_Plate2,G12,?
EVO1D_IRAs_R1_T19_Plate2-H1,EVO1D_IRAs_R1_T19_Plate2,H1,?
EVO1D_IRAs_R1_T19_Plate2-H2,EVO1D_IRAs_R1_T19_Plate2,H2,?
EVO1D_IRAs_R1_T19_Plate2-H3,EVO1D_IRAs_R1_T19_Plate2,H3,?
EVO1D_IRAs_R1_T19_Plate2-H4,EVO1D_IRAs_R1_T19_Plate2,H4,?
EVO1D_IRAs_R1_T19_Plate2-H5,EVO1D_IRAs_R1_T19_Plate2,H5,?
EVO1D_IRAs_R1_T19_Plate2-H6,EVO1D_IRAs_R1_T19_Plate2,H6,?
EVO1D_IRAs_R1_T19_Plate2-H7,EVO1D_IRAs_R1_T19_Plate2,H7,?
EVO1D_IRAs_R1_T19_Plate2-H8,EVO1D_IRAs_R1_T19_Plate2,H8,?
EVO1D_IRAs_R1_T19_Plate2-H9,EVO1D_IRAs_R1_T19_Plate2,H9,?
EVO1D_IRAs_R1_T19_Plate2-H10,EVO1D_IRAs_R1_T19_Plate2,H10,?
EVO1D_IRAs_R1_T19_Plate2-H11,EVO1D_IRAs_R1_T19_Plate2,H11,?
EVO1D_IRAs_R1_T19_Plate2-H12,EVO1D_IRAs_R1_T19_Plate2,H12,?
EVO1D_IRAs_R1_T19_Plate3-A1,EVO1D_IRAs_R1_T19_Plate3,A1,?
EVO1D_IRAs_R1_T19_Plate3-A2,EVO1D_IRAs_R1_T19_Plate3,A2,?
EVO1D_IRAs_R1_T19_Plate3-A3,EVO1D_IRAs_R1_T19_Plate3,A3,?
EVO1D_IRAs_R1_T19_Plate3-A4,EVO1D_IRAs_R1_T19_Plate3,A4,?
EVO1D_IRAs_R1_T19_Plate3-A5,EVO1D_IRAs_R1_T19_Plate3,A5,?
EVO1D_IRAs_R1_T19_Plate3-A6,EVO1D_IRAs_R1_T19_Plate3,A6,?
EVO1D_IRAs_R1_T19_Plate3-A7,EVO1D_IRAs_R1_T19_Plate3,A7,?
EVO1D_IRAs_R1_T19_Plate3-A8,EVO1D_IRAs_R1_T19_Plate3,A8,?
EVO1D_IRAs_R1_T19_Plate3-A9,EVO1D_IRAs_R1_T19_Plate3,A9,?
EVO1D_IRAs_R1_T19_Plate3-A10,EVO1D_IRAs_R1_T19_Plate3,A10,?
EVO1D_IRAs_R1_T19_Plate3-A11,EVO1D_IRAs_R1_T19_Plate3,A11,?
EVO1D_IRAs_R1_T19_Plate3-A12,EVO1D_IRAs_R1_T19_Plate3,A12,?
EVO1D_IRAs_R1_T19_Plate3-B1,EVO1D_IRAs_R1_T19_Plate3,B1,?
EVO1D_IRAs_R1_T19_Plate3-B2,EVO1D_IRAs_R1_T19_Plate3,B2,?
EVO1D_IRAs_R1_T19_Plate3-B3,EVO1D_IRAs_R1_T19_Plate3,B3,?
EVO1D_IRAs_R1_T19_Plate3-B4,EVO1D_IRAs_R1_T19_Plate3,B4,?
EVO1D_IRAs_R1_T19_Plate3-B5,EVO1D_IRAs_R1_T19_Plate3,B5,?
EVO1D_IRAs_R1_T19_Plate3-B6,EVO1D_IRAs_R1_T19_Plate3,B6,?
EVO1D_IRAs_R1_T19_Plate3-B7,EVO1D_IRAs_R1_T19_Plate3,B7,?
EVO1D_IRAs_R1_T19_Plate3-B8,EVO1D_IRAs_R1_T19_Plate3,B8,?
EVO1D_IRAs_R1_T19_Plate3-B9,EVO1D_IRAs_R1_T19_Plate3,B9,?
EVO1D_IRAs_R1_T19_Plate3-B10,EVO1D_IRAs_R1_T19_Plate3,B10,?
EVO1D_IRAs_R1_T19_Plate3-B11,EVO1D_IRAs_R1_T19_Plate3,B11,?
EVO1D_IRAs_R1_T19_Plate3-B12,EVO1D_IRAs_R1_T19_Plate3,B12,?
EVO1D_IRAs_R1_T19_Plate3-C1,EVO1D_IRAs_R1_T19_Plate3,C1,?
EVO1D_IRAs_R1_T19_Plate3-C2,EVO1D_IRAs_R1_T19_Plate3,C2,?
EVO1D_IRAs_R1_T19_Plate3-C3,EVO1D_IRAs_R1_T19_Plate3,C3,?
EVO1D_IRAs_R1_T19_Plate3-C4,EVO1D_IRAs_R1_T19_Plate3,C4,?
EVO1D_IRAs_R1_T19_Plate3-C5,EVO1D_IRAs_R1_T19_Plate3,C5,?
EVO1D_IRAs_R1_T19_Plate3-C6,EVO1D_IRAs_R1_T19_Plate3,C6,?
EVO1D_IRAs_R1_T19_Plate3-C7,EVO1D_IRAs_R1_T19_Plate3,C7,?
EVO1D_IRAs_R1_T19_Plate3-C8,EVO1D_IRAs_R1_T19_Plate3,C8,?
EVO1D_IRAs_R1_T19_Plate3-C9,EVO1D_IRAs_R1_T19_Plate3,C9,?
EVO1D_IRAs_R1_T19_Plate3-C10,EVO1D_IRAs_R1_T19_Plate3,C10,?
EVO1D_IRAs_R1_T19_Plate3-C11,EVO1D_IRAs_R1_T19_Plate3,C11,?
EVO1D_IRAs_R1_T19_Plate3-C12,EVO1D_IRAs_R1_T19_Plate3,C12,?
EVO1D_IRAs_R1_T19_Plate3-D1,EVO1D_IRAs_R1_T19_Plate3,D1,?
EVO1D_IRAs_R1_T19_Plate3-D2,EVO1D_IRAs_R1_T19_Plate3,D2,?
EVO1D_IRAs_R1_T19_Plate3-D3,EVO1D_IRAs_R1_T19_Plate3,D3,?
EVO1D_IRAs_R1_T19_Plate3-D4,EVO1D_IRAs_R1_T19_Plate3,D4,?
EVO1D_IRAs_R1_T19_Plate3-D5,EVO1D_IRAs_R1_T19_Plate3,D5,?
EVO1D_IRAs_R1_T19_Plate3-D6,EVO1D_IRAs_R1_T19_Plate3,D6,?
EVO1D_IRAs_R1_T19_Plate3-D7,EVO1D_IRAs_R1_T19_Plate3,D7,?
EVO1D_IRAs_R1_T19_Plate3-D8,EVO1D_IRAs_R1_T19_Plate3,D8,?
EVO1D_IRAs_R1_T19_Plate3-D9,EVO1D_IRAs_R1_T19_Plate3,D9,?
EVO1D_IRAs_R1_T19_Plate3-D10,EVO1D_IRAs_R1_T19_Plate3,D10,?
EVO1D_IRAs_R1_T19_Plate3-D11,EVO1D_IRAs_R1_T19_Plate3,D11,?
EVO1D_IRAs_R1_T19_Plate3-D12,EVO1D_IRAs_R1_T19_Plate3,D12,?
EVO1D_IRAs_R1_T19_Plate3-E1,EVO1D_IRAs_R1_T19_Plate3,E1,?
EVO1D_IRAs_R1_T19_Plate3-E2,EVO1D_IRAs_R1_T19_Plate3,E2,?
EVO1D_IRAs_R1_T19_Plate3-E3,EVO1D_IRAs_R1_T19_Plate3,E3,?
EVO1D_IRAs_R1_T19_Plate3-E4,EVO1D_IRAs_R1_T19_Plate3,E4,?
EVO1D_IRAs_R1_T19_Plate3-E5,EVO1D_IRAs_R1_T19_Plate3,E5,?
EVO1D_IRAs_R1_T19_Plate3-E6,EVO1D_IRAs_R1_T19_Plate3,E6,?
EVO1D_IRAs_R1_T19_Plate3-E7,EVO1D_IRAs_R1_T19_Plate3,E7,?
EVO1D_IRAs_R1_T19_Plate3-E8,EVO1D_IRAs_R1_T19_Plate3,E8,?
EVO1D_IRAs_R1_T19_Plate3-E9,EVO1D_IRAs_R1_T19_Plate3,E9,?
EVO1D_IRAs_R1_T19_Plate3-E10,EVO1D_IRAs_R1_T19_Plate3,E10,?
EVO1D_IRAs_R1_T19_Plate3-E11,EVO1D_IRAs_R1_T19_Plate3,E11,?
EVO1D_IRAs_R1_T19_Plate3-E12,EVO1D_IRAs_R1_T19_Plate3,E12,?
EVO1D_IRAs_R1_T19_Plate3-F1,EVO1D_IRAs_R1_T19_Plate3,F1,?
EVO1D_IRAs_R1_T19_Plate3-F2,EVO1D_IRAs_R1_T19_Plate3,F2,?
EVO1D_IRAs_R1_T19_Plate3-F3,EVO1D_IRAs_R1_T19_Plate3,F3,?
EVO1D_IRAs_R1_T19_Plate3-F4,EVO1D_IRAs_R1_T19_Plate3,F4,?
EVO1D_IRAs_R1_T19_Plate3-F5,EVO1D_IRAs_R1_T19_Plate3,F5,?
EVO1D_IRAs_R1_T19_Plate3-F6,EVO1D_IRAs_R1_T19_Plate3,F6,?
EVO1D_IRAs_R1_T19_Plate3-F7,EVO1D_IRAs_R1_T19_Plate3,F7,?
EVO1D_IRAs_R1_T19_Plate3-F8,EVO1D_IRAs_R1_T19_Plate3,F8,?
EVO1D_IRAs_R1_T19_Plate3-F9,EVO1D_IRAs_R1_T19_Plate3,F9,?
EVO1D_IRAs_R1_T19_Plate3-F10,EVO1D_IRAs_R1_T19_Plate3,F10,?
EVO1D_IRAs_R1_T19_Plate3-F11,EVO1D_IRAs_R1_T19_Plate3,F11,?
EVO1D_IRAs_R1_T19_Plate3-F12,EVO1D_IRAs_R1_T19_Plate3,F12,?
EVO1D_IRAs_R1_T19_Plate3-G1,EVO1D_IRAs_R1_T19_Plate3,G1,?
EVO1D_IRAs_R1_T19_Plate3-G2,EVO1D_IRAs_R1_T19_Plate3,G2,?
EVO1D_IRAs_R1_T19_Plate3-G3,EVO1D_IRAs_R1_T19_Plate3,G3,?
EVO1D_IRAs_R1_T19_Plate3-G4,EVO1D_IRAs_R1_T19_Plate3,G4,?
