full_name,plate,well,diploid?
EVO1D_TCG_R2_T22_Plate2-A6,EVO1D_TCG_R2_T22_Plate2,A6,y
EVO1D_TCG_R2_T22_Plate2-A7,EVO1D_TCG_R2_T22_Plate2,A7,y
EVO1D_TCG_R2_T22_Plate2-A8,EVO1D_TCG_R2_T22_Plate2,A8,
EVO1D_TCG_R2_T22_Plate2-A9,EVO1D_TCG_R2_T22_Plate2,A9,y
EVO1D_TCG_R2_T22_Plate2-A10,EVO1D_TCG_R2_T22_Plate2,A10,y
EVO1D_TCG_R2_T22_Plate2-A11,EVO1D_TCG_R2_T22_Plate2,A11,
EVO1D_TCG_R2_T22_Plate2-A12,EVO1D_TCG_R2_T22_Plate2,A12,
EVO1D_TCG_R2_T22_Plate2-B1,EVO1D_TCG_R2_T22_Plate2,B1,y
EVO1D_TCG_R2_T22_Plate2-B2,EVO1D_TCG_R2_T22_Plate2,B2,y
EVO1D_TCG_R2_T22_Plate2-B3,EVO1D_TCG_R2_T22_Plate2,B3,y
EVO1D_TCG_R2_T22_Plate2-B4,EVO1D_TCG_R2_T22_Plate2,B4,y
EVO1D_TCG_R2_T22_Plate2-B5,EVO1D_TCG_R2_T22_Plate2,B5,y
EVO1D_TCG_R2_T22_Plate2-B6,EVO1D_TCG_R2_T22_Plate2,B6,y
EVO1D_TCG_R2_T22_Plate2-B7,EVO1D_TCG_R2_T22_Plate2,B7,
EVO1D_TCG_R2_T22_Plate2-B8,EVO1D_TCG_R2_T22_Plate2,B8,?
EVO1D_TCG_R2_T22_Plate2-B9,EVO1D_TCG_R2_T22_Plate2,B9,
EVO1D_TCG_R2_T22_Plate2-B10,EVO1D_TCG_R2_T22_Plate2,B10,
EVO1D_TCG_R2_T22_Plate2-B11,EVO1D_TCG_R2_T22_Plate2,B11,y
EVO1D_TCG_R2_T22_Plate2-B12,EVO1D_TCG_R2_T22_Plate2,B12,
EVO1D_TCG_R2_T22_Plate2-C1,EVO1D_TCG_R2_T22_Plate2,C1,y
EVO1D_TCG_R2_T22_Plate2-C2,EVO1D_TCG_R2_T22_Plate2,C2,y
EVO1D_TCG_R2_T22_Plate2-C3,EVO1D_TCG_R2_T22_Plate2,C3,y
EVO1D_TCG_R2_T22_Plate2-C4,EVO1D_TCG_R2_T22_Plate2,C4,y
EVO1D_TCG_R2_T22_Plate2-C5,EVO1D_TCG_R2_T22_Plate2,C5,y
EVO1D_TCG_R2_T22_Plate2-C6,EVO1D_TCG_R2_T22_Plate2,C6,
EVO1D_TCG_R2_T22_Plate2-C7,EVO1D_TCG_R2_T22_Plate2,C7,
EVO1D_TCG_R2_T22_Plate2-C8,EVO1D_TCG_R2_T22_Plate2,C8,
EVO1D_TCG_R2_T22_Plate2-C9,EVO1D_TCG_R2_T22_Plate2,C9,y
EVO1D_TCG_R2_T22_Plate2-C10,EVO1D_TCG_R2_T22_Plate2,C10,y
EVO1D_TCG_R2_T22_Plate2-C11,EVO1D_TCG_R2_T22_Plate2,C11,y
EVO1D_TCG_R2_T22_Plate2-C12,EVO1D_TCG_R2_T22_Plate2,C12,y
EVO1D_TCG_R2_T22_Plate2-D1,EVO1D_TCG_R2_T22_Plate2,D1,y
EVO1D_TCG_R2_T22_Plate2-D2,EVO1D_TCG_R2_T22_Plate2,D2,y
EVO1D_TCG_R2_T22_Plate2-D3,EVO1D_TCG_R2_T22_Plate2,D3,y
EVO1D_TCG_R2_T22_Plate2-D4,EVO1D_TCG_R2_T22_Plate2,D4,y
EVO1D_TCG_R2_T22_Plate2-D5,EVO1D_TCG_R2_T22_Plate2,D5,y
EVO1D_TCG_R2_T22_Plate2-D6,EVO1D_TCG_R2_T22_Plate2,D6,y
EVO1D_TCG_R2_T22_Plate2-D7,EVO1D_TCG_R2_T22_Plate2,D7,y
EVO1D_TCG_R2_T22_Plate2-D8,EVO1D_TCG_R2_T22_Plate2,D8,y
EVO1D_TCG_R2_T22_Plate2-D9,EVO1D_TCG_R2_T22_Plate2,D9,y
EVO1D_TCG_R2_T22_Plate2-D10,EVO1D_TCG_R2_T22_Plate2,D10,y
EVO1D_TCG_R2_T22_Plate2-D11,EVO1D_TCG_R2_T22_Plate2,D11,y
EVO1D_TCG_R2_T22_Plate2-D12,EVO1D_TCG_R2_T22_Plate2,D12,y
EVO1D_TCG_R2_T22_Plate2-E1,EVO1D_TCG_R2_T22_Plate2,E1,y
EVO1D_TCG_R2_T22_Plate2-E2,EVO1D_TCG_R2_T22_Plate2,E2,y
EVO1D_TCG_R2_T22_Plate2-E3,EVO1D_TCG_R2_T22_Plate2,E3,y
EVO1D_TCG_R2_T22_Plate2-E4,EVO1D_TCG_R2_T22_Plate2,E4,
EVO1D_TCG_R2_T22_Plate2-E5,EVO1D_TCG_R2_T22_Plate2,E5,y
EVO1D_TCG_R2_T22_Plate2-E6,EVO1D_TCG_R2_T22_Plate2,E6,y
EVO1D_TCG_R2_T22_Plate2-E7,EVO1D_TCG_R2_T22_Plate2,E7,y
EVO1D_TCG_R2_T22_Plate2-E8,EVO1D_TCG_R2_T22_Plate2,E8,
EVO1D_TCG_R2_T22_Plate2-E9,EVO1D_TCG_R2_T22_Plate2,E9,
EVO1D_TCG_R2_T22_Plate2-E10,EVO1D_TCG_R2_T22_Plate2,E10,
EVO1D_TCG_R2_T22_Plate2-E11,EVO1D_TCG_R2_T22_Plate2,E11,
EVO1D_TCG_R2_T22_Plate2-E12,EVO1D_TCG_R2_T22_Plate2,E12,
EVO1D_TCG_R2_T22_Plate2-F1,EVO1D_TCG_R2_T22_Plate2,F1,y
EVO1D_TCG_R2_T22_Plate2-F2,EVO1D_TCG_R2_T22_Plate2,F2,y
EVO1D_TCG_R2_T22_Plate2-F3,EVO1D_TCG_R2_T22_Plate2,F3,y
EVO1D_TCG_R2_T22_Plate2-F4,EVO1D_TCG_R2_T22_Plate2,F4,y
EVO1D_TCG_R2_T22_Plate2-F5,EVO1D_TCG_R2_T22_Plate2,F5,
EVO1D_TCG_R2_T22_Plate2-F6,EVO1D_TCG_R2_T22_Plate2,F6,y
EVO1D_TCG_R2_T22_Plate2-F7,EVO1D_TCG_R2_T22_Plate2,F7,?
EVO1D_TCG_R2_T22_Plate2-F8,EVO1D_TCG_R2_T22_Plate2,F8,y
EVO1D_TCG_R2_T22_Plate2-F9,EVO1D_TCG_R2_T22_Plate2,F9,
EVO1D_TCG_R2_T22_Plate2-F10,EVO1D_TCG_R2_T22_Plate2,F10,
EVO1D_TCG_R2_T22_Plate2-F11,EVO1D_TCG_R2_T22_Plate2,F11,
EVO1D_TCG_R2_T22_Plate2-F12,EVO1D_TCG_R2_T22_Plate2,F12,y
EVO1D_TCG_R2_T22_Plate2-G1,EVO1D_TCG_R2_T22_Plate2,G1,
EVO1D_TCG_R2_T22_Plate2-G2,EVO1D_TCG_R2_T22_Plate2,G2,y
EVO1D_TCG_R2_T22_Plate2-G3,EVO1D_TCG_R2_T22_Plate2,G3,?
EVO1D_TCG_R2_T22_Plate2-G4,EVO1D_TCG_R2_T22_Plate2,G4,
EVO1D_TCG_R2_T22_Plate2-G5,EVO1D_TCG_R2_T22_Plate2,G5,y
EVO1D_TCG_R2_T22_Plate2-G6,EVO1D_TCG_R2_T22_Plate2,G6,y
EVO1D_TCG_R2_T22_Plate2-G7,EVO1D_TCG_R2_T22_Plate2,G7,y
EVO1D_TCG_R2_T22_Plate2-G8,EVO1D_TCG_R2_T22_Plate2,G8,
EVO1D_TCG_R2_T22_Plate2-G9,EVO1D_TCG_R2_T22_Plate2,G9,
EVO1D_TCG_R2_T22_Plate2-G10,EVO1D_TCG_R2_T22_Plate2,G10,?
EVO1D_TCG_R2_T22_Plate2-G11,EVO1D_TCG_R2_T22_Plate2,G11,
EVO1D_TCG_R2_T22_Plate2-G12,EVO1D_TCG_R2_T22_Plate2,G12,y
EVO1D_TCG_R2_T22_Plate2-H1,EVO1D_TCG_R2_T22_Plate2,H1,?
EVO1D_TCG_R2_T22_Plate2-H2,EVO1D_TCG_R2_T22_Plate2,H2,
EVO1D_TCG_R2_T22_Plate2-H3,EVO1D_TCG_R2_T22_Plate2,H3,y
EVO1D_TCG_R2_T22_Plate2-H4,EVO1D_TCG_R2_T22_Plate2,H4,y
EVO1D_TCG_R2_T22_Plate2-H5,EVO1D_TCG_R2_T22_Plate2,H5,?
EVO1D_TCG_R2_T22_Plate2-H6,EVO1D_TCG_R2_T22_Plate2,H6,y
EVO1D_TCG_R2_T22_Plate2-H7,EVO1D_TCG_R2_T22_Plate2,H7,y
EVO1D_TCG_R2_T22_Plate2-H8,EVO1D_TCG_R2_T22_Plate2,H8,
EVO1D_TCG_R2_T22_Plate2-H9,EVO1D_TCG_R2_T22_Plate2,H9,y
EVO1D_TCG_R2_T22_Plate2-H10,EVO1D_TCG_R2_T22_Plate2,H10,y
EVO1D_TCG_R2_T22_Plate2-H11,EVO1D_TCG_R2_T22_Plate2,H11,y
EVO1D_TCG_R2_T22_Plate2-H12,EVO1D_TCG_R2_T22_Plate2,H12,y
EVO1D_TCG_R2_T22_Plate3-A1,EVO1D_TCG_R2_T22_Plate3,A1,
EVO1D_TCG_R2_T22_Plate3-A2,EVO1D_TCG_R2_T22_Plate3,A2,
EVO1D_TCG_R2_T22_Plate3-A3,EVO1D_TCG_R2_T22_Plate3,A3,y
EVO1D_TCG_R2_T22_Plate3-A4,EVO1D_TCG_R2_T22_Plate3,A4,y
EVO1D_TCG_R2_T22_Plate3-A5,EVO1D_TCG_R2_T22_Plate3,A5,y
EVO1D_TCG_R2_T22_Plate3-A6,EVO1D_TCG_R2_T22_Plate3,A6,
EVO1D_TCG_R2_T22_Plate3-A7,EVO1D_TCG_R2_T22_Plate3,A7,y
EVO1D_TCG_R2_T22_Plate3-A8,EVO1D_TCG_R2_T22_Plate3,A8,y
EVO1D_TCG_R2_T22_Plate3-A9,EVO1D_TCG_R2_T22_Plate3,A9,y
EVO1D_TCG_R2_T22_Plate3-A10,EVO1D_TCG_R2_T22_Plate3,A10,y
EVO1D_TCG_R2_T22_Plate3-A11,EVO1D_TCG_R2_T22_Plate3,A11,
EVO1D_TCG_R2_T22_Plate3-A12,EVO1D_TCG_R2_T22_Plate3,A12,y
EVO1D_TCG_R2_T22_Plate3-B1,EVO1D_TCG_R2_T22_Plate3,B1,y
EVO1D_TCG_R2_T22_Plate3-B2,EVO1D_TCG_R2_T22_Plate3,B2,
EVO1D_TCG_R2_T22_Plate3-B3,EVO1D_TCG_R2_T22_Plate3,B3,y
EVO1D_TCG_R2_T22_Plate3-B4,EVO1D_TCG_R2_T22_Plate3,B4,y
EVO1D_TCG_R2_T22_Plate3-B5,EVO1D_TCG_R2_T22_Plate3,B5,
EVO1D_TCG_R2_T22_Plate3-B6,EVO1D_TCG_R2_T22_Plate3,B6,?
EVO1D_TCG_R2_T22_Plate3-B7,EVO1D_TCG_R2_T22_Plate3,B7,y
EVO1D_TCG_R2_T22_Plate3-B8,EVO1D_TCG_R2_T22_Plate3,B8,?
EVO1D_TCG_R2_T22_Plate3-B9,EVO1D_TCG_R2_T22_Plate3,B9,y
EVO1D_TCG_R2_T22_Plate3-B10,EVO1D_TCG_R2_T22_Plate3,B10,y
EVO1D_TCG_R2_T22_Plate3-B11,EVO1D_TCG_R2_T22_Plate3,B11,y
EVO1D_TCG_R2_T22_Plate3-B12,EVO1D_TCG_R2_T22_Plate3,B12,y
EVO1D_TCG_R2_T22_Plate3-C1,EVO1D_TCG_R2_T22_Plate3,C1,y
EVO1D_TCG_R2_T22_Plate3-C2,EVO1D_TCG_R2_T22_Plate3,C2,y
EVO1D_TCG_R2_T22_Plate3-C3,EVO1D_TCG_R2_T22_Plate3,C3,y
EVO1D_TCG_R2_T22_Plate3-C4,EVO1D_TCG_R2_T22_Plate3,C4,y
EVO1D_TCG_R2_T22_Plate3-C5,EVO1D_TCG_R2_T22_Plate3,C5,y
EVO1D_TCG_R2_T22_Plate3-C6,EVO1D_TCG_R2_T22_Plate3,C6,y
EVO1D_TCG_R2_T22_Plate3-C7,EVO1D_TCG_R2_T22_Plate3,C7,y
EVO1D_TCG_R2_T22_Plate3-C8,EVO1D_TCG_R2_T22_Plate3,C8,y
EVO1D_TCG_R2_T22_Plate3-C9,EVO1D_TCG_R2_T22_Plate3,C9,y
EVO1D_TCG_R2_T22_Plate3-C10,EVO1D_TCG_R2_T22_Plate3,C10,
EVO1D_TCG_R2_T22_Plate3-C11,EVO1D_TCG_R2_T22_Plate3,C11,y
EVO1D_TCG_R2_T22_Plate3-C12,EVO1D_TCG_R2_T22_Plate3,C12,y
EVO1D_TCG_R2_T22_Plate3-D1,EVO1D_TCG_R2_T22_Plate3,D1,y
EVO1D_TCG_R2_T22_Plate3-D2,EVO1D_TCG_R2_T22_Plate3,D2,y
EVO1D_TCG_R2_T22_Plate3-D3,EVO1D_TCG_R2_T22_Plate3,D3,?
EVO1D_TCG_R2_T22_Plate3-D4,EVO1D_TCG_R2_T22_Plate3,D4,y
EVO1D_TCG_R2_T22_Plate3-D5,EVO1D_TCG_R2_T22_Plate3,D5,y
EVO1D_TCG_R2_T22_Plate3-D6,EVO1D_TCG_R2_T22_Plate3,D6,
EVO1D_TCG_R2_T22_Plate3-D7,EVO1D_TCG_R2_T22_Plate3,D7,y
EVO1D_TCG_R2_T22_Plate3-D8,EVO1D_TCG_R2_T22_Plate3,D8,y
EVO1D_TCG_R2_T22_Plate3-D9,EVO1D_TCG_R2_T22_Plate3,D9,y
EVO1D_TCG_R2_T22_Plate3-D10,EVO1D_TCG_R2_T22_Plate3,D10,y
EVO1D_TCG_R2_T22_Plate3-D11,EVO1D_TCG_R2_T22_Plate3,D11,y
EVO1D_TCG_R2_T22_Plate3-D12,EVO1D_TCG_R2_T22_Plate3,D12,y
EVO1D_TCG_R2_T22_Plate3-E1,EVO1D_TCG_R2_T22_Plate3,E1,
EVO1D_TCG_R2_T22_Plate3-E2,EVO1D_TCG_R2_T22_Plate3,E2,y
EVO1D_TCG_R2_T22_Plate3-E3,EVO1D_TCG_R2_T22_Plate3,E3,y
EVO1D_TCG_R2_T22_Plate3-E4,EVO1D_TCG_R2_T22_Plate3,E4,y
EVO1D_TCG_R2_T22_Plate3-E5,EVO1D_TCG_R2_T22_Plate3,E5,y
EVO1D_TCG_R2_T22_Plate3-E6,EVO1D_TCG_R2_T22_Plate3,E6,y
EVO1D_TCG_R2_T22_Plate3-E7,EVO1D_TCG_R2_T22_Plate3,E7,y
EVO1D_TCG_R2_T22_Plate3-E8,EVO1D_TCG_R2_T22_Plate3,E8,y
EVO1D_TCG_R2_T22_Plate3-E9,EVO1D_TCG_R2_T22_Plate3,E9,y
EVO1D_TCG_R2_T22_Plate3-E10,EVO1D_TCG_R2_T22_Plate3,E10,y
EVO1D_TCG_R2_T22_Plate3-E11,EVO1D_TCG_R2_T22_Plate3,E11,y
EVO1D_TCG_R2_T22_Plate3-E12,EVO1D_TCG_R2_T22_Plate3,E12,y
EVO1D_TCG_R2_T22_Plate3-F1,EVO1D_TCG_R2_T22_Plate3,F1,
EVO1D_TCG_R2_T22_Plate3-F2,EVO1D_TCG_R2_T22_Plate3,F2,
EVO1D_TCG_R2_T22_Plate3-F3,EVO1D_TCG_R2_T22_Plate3,F3,
EVO1D_TCG_R2_T22_Plate3-F4,EVO1D_TCG_R2_T22_Plate3,F4,y
EVO1D_TCG_R2_T22_Plate3-F5,EVO1D_TCG_R2_T22_Plate3,F5,y
EVO1D_TCG_R2_T22_Plate3-F6,EVO1D_TCG_R2_T22_Plate3,F6,
EVO1D_TCG_R2_T22_Plate3-F7,EVO1D_TCG_R2_T22_Plate3,F7,y
EVO1D_TCG_R2_T22_Plate3-F8,EVO1D_TCG_R2_T22_Plate3,F8,y
EVO1D_TCG_R2_T22_Plate3-F9,EVO1D_TCG_R2_T22_Plate3,F9,y
EVO1D_TCG_R2_T22_Plate3-F10,EVO1D_TCG_R2_T22_Plate3,F10,y
EVO1D_TCG_R2_T22_Plate3-F11,EVO1D_TCG_R2_T22_Plate3,F11,
EVO1D_TCG_R2_T22_Plate3-F12,EVO1D_TCG_R2_T22_Plate3,F12,y
EVO1D_TCG_R2_T22_Plate3-G1,EVO1D_TCG_R2_T22_Plate3,G1,?
EVO1D_TCG_R2_T22_Plate3-G2,EVO1D_TCG_R2_T22_Plate3,G2,y
EVO1D_TCG_R2_T22_Plate3-G3,EVO1D_TCG_R2_T22_Plate3,G3,
EVO1D_TCG_R2_T22_Plate3-G4,EVO1D_TCG_R2_T22_Plate3,G4,y
EVO1D_TCG_R2_T22_Plate3-G5,EVO1D_TCG_R2_T22_Plate3,G5,y
EVO1D_TCG_R2_T22_Plate3-G6,EVO1D_TCG_R2_T22_Plate3,G6,
EVO1D_TCG_R2_T22_Plate3-G7,EVO1D_TCG_R2_T22_Plate3,G7,
EVO1D_TCG_R2_T22_Plate3-G8,EVO1D_TCG_R2_T22_Plate3,G8,y
EVO1D_TCG_R2_T22_Plate3-G9,EVO1D_TCG_R2_T22_Plate3,G9,y
EVO1D_TCG_R2_T22_Plate3-G10,EVO1D_TCG_R2_T22_Plate3,G10,y
EVO1D_TCG_R2_T22_Plate3-G11,EVO1D_TCG_R2_T22_Plate3,G11,y
EVO1D_TCG_R2_T22_Plate3-G12,EVO1D_TCG_R2_T22_Plate3,G12,
EVO1D_TCG_R2_T22_Plate3-H1,EVO1D_TCG_R2_T22_Plate3,H1,y
EVO1D_TCG_R2_T22_Plate3-H2,EVO1D_TCG_R2_T22_Plate3,H2,?
EVO1D_TCG_R2_T22_Plate3-H3,EVO1D_TCG_R2_T22_Plate3,H3,y
EVO1D_TCG_R2_T22_Plate3-H4,EVO1D_TCG_R2_T22_Plate3,H4,
EVO1D_TCG_R2_T22_Plate3-H5,EVO1D_TCG_R2_T22_Plate3,H5,y
EVO1D_TCG_R2_T22_Plate3-H6,EVO1D_TCG_R2_T22_Plate3,H6,y
EVO1D_TCG_R2_T22_Plate3-H7,EVO1D_TCG_R2_T22_Plate3,H7,
EVO1D_TCG_R2_T22_Plate3-H8,EVO1D_TCG_R2_T22_Plate3,H8,
EVO1D_TCG_R2_T22_Plate3-H9,EVO1D_TCG_R2_T22_Plate3,H9,?
EVO1D_TCG_R2_T22_Plate3-H10,EVO1D_TCG_R2_T22_Plate3,H10,y
EVO1D_TCG_R2_T22_Plate3-H11,EVO1D_TCG_R2_T22_Plate3,H11,y
EVO1D_TCG_R2_T22_Plate3-H12,EVO1D_TCG_R2_T22_Plate3,H12,y
EVO1D_TCG_R2_T22_Plate4-A1,EVO1D_TCG_R2_T22_Plate4,A1,y
EVO1D_TCG_R2_T22_Plate4-A2,EVO1D_TCG_R2_T22_Plate4,A2,y
EVO1D_TCG_R2_T22_Plate4-A3,EVO1D_TCG_R2_T22_Plate4,A3,y
EVO1D_TCG_R2_T22_Plate4-A4,EVO1D_TCG_R2_T22_Plate4,A4,y
EVO1D_TCG_R2_T22_Plate4-A5,EVO1D_TCG_R2_T22_Plate4,A5,y
EVO1D_TCG_R2_T22_Plate4-A6,EVO1D_TCG_R2_T22_Plate4,A6,y
EVO1D_TCG_R2_T22_Plate4-A7,EVO1D_TCG_R2_T22_Plate4,A7,
EVO1D_TCG_R2_T22_Plate4-A8,EVO1D_TCG_R2_T22_Plate4,A8,
EVO1D_TCG_R2_T22_Plate4-A9,EVO1D_TCG_R2_T22_Plate4,A9,
EVO1D_TCG_R2_T22_Plate4-A10,EVO1D_TCG_R2_T22_Plate4,A10,y
EVO1D_TCG_R2_T22_Plate4-A11,EVO1D_TCG_R2_T22_Plate4,A11,?
EVO1D_TCG_R2_T22_Plate4-A12,EVO1D_TCG_R2_T22_Plate4,A12,y
EVO1D_TCG_R2_T22_Plate4-B1,EVO1D_TCG_R2_T22_Plate4,B1,
EVO1D_TCG_R2_T22_Plate4-B2,EVO1D_TCG_R2_T22_Plate4,B2,y
EVO1D_TCG_R2_T22_Plate4-B3,EVO1D_TCG_R2_T22_Plate4,B3,
EVO1D_TCG_R2_T22_Plate4-B4,EVO1D_TCG_R2_T22_Plate4,B4,y
EVO1D_TCG_R2_T22_Plate4-B5,EVO1D_TCG_R2_T22_Plate4,B5,y
EVO1D_TCG_R2_T22_Plate4-B6,EVO1D_TCG_R2_T22_Plate4,B6,
EVO1D_TCG_R2_T22_Plate4-B7,EVO1D_TCG_R2_T22_Plate4,B7,
EVO1D_TCG_R2_T22_Plate4-B8,EVO1D_TCG_R2_T22_Plate4,B8,y
EVO1D_TCG_R2_T22_Plate4-B9,EVO1D_TCG_R2_T22_Plate4,B9,y
EVO1D_TCG_R2_T22_Plate4-B10,EVO1D_TCG_R2_T22_Plate4,B10,
EVO1D_TCG_R2_T22_Plate4-B11,EVO1D_TCG_R2_T22_Plate4,B11,
EVO1D_TCG_R2_T22_Plate4-B12,EVO1D_TCG_R2_T22_Plate4,B12,y
EVO1D_TCG_R2_T22_Plate4-C1,EVO1D_TCG_R2_T22_Plate4,C1,y
EVO1D_TCG_R2_T22_Plate4-C2,EVO1D_TCG_R2_T22_Plate4,C2,
EVO1D_TCG_R2_T22_Plate4-C3,EVO1D_TCG_R2_T22_Plate4,C3,
EVO1D_TCG_R2_T22_Plate4-C4,EVO1D_TCG_R2_T22_Plate4,C4,y
EVO1D_TCG_R2_T22_Plate4-C5,EVO1D_TCG_R2_T22_Plate4,C5,
EVO1D_TCG_R2_T22_Plate4-C6,EVO1D_TCG_R2_T22_Plate4,C6,y
EVO1D_TCG_R2_T22_Plate4-C7,EVO1D_TCG_R2_T22_Plate4,C7,y
EVO1D_TCG_R2_T22_Plate4-C8,EVO1D_TCG_R2_T22_Plate4,C8,y
EVO1D_TCG_R2_T22_Plate4-C9,EVO1D_TCG_R2_T22_Plate4,C9,y
EVO1D_TCG_R2_T22_Plate4-C10,EVO1D_TCG_R2_T22_Plate4,C10,y
EVO1D_TCG_R2_T22_Plate4-C11,EVO1D_TCG_R2_T22_Plate4,C11,
EVO1D_TCG_R2_T22_Plate4-C12,EVO1D_TCG_R2_T22_Plate4,C12,y
EVO1D_TCG_R2_T22_Plate4-D1,EVO1D_TCG_R2_T22_Plate4,D1,y
EVO1D_TCG_R2_T22_Plate4-D2,EVO1D_TCG_R2_T22_Plate4,D2,?
EVO1D_TCG_R2_T22_Plate4-D3,EVO1D_TCG_R2_T22_Plate4,D3,y
EVO1D_TCG_R2_T22_Plate4-D4,EVO1D_TCG_R2_T22_Plate4,D4,y
EVO1D_TCG_R2_T22_Plate4-D5,EVO1D_TCG_R2_T22_Plate4,D5,y
EVO1D_TCG_R2_T22_Plate4-D6,EVO1D_TCG_R2_T22_Plate4,D6,y
EVO1D_TCG_R2_T22_Plate4-D7,EVO1D_TCG_R2_T22_Plate4,D7,y
EVO1D_TCG_R2_T22_Plate4-D8,EVO1D_TCG_R2_T22_Plate4,D8,
EVO1D_TCG_R2_T22_Plate4-D9,EVO1D_TCG_R2_T22_Plate4,D9,y
EVO1D_TCG_R2_T22_Plate4-D10,EVO1D_TCG_R2_T22_Plate4,D10,y
EVO1D_TCG_R2_T22_Plate4-D11,EVO1D_TCG_R2_T22_Plate4,D11,y
EVO1D_TCG_R2_T22_Plate4-D12,EVO1D_TCG_R2_T22_Plate4,D12,
EVO1D_TCG_R2_T22_Plate4-E1,EVO1D_TCG_R2_T22_Plate4,E1,y
EVO1D_TCG_R2_T22_Plate4-E2,EVO1D_TCG_R2_T22_Plate4,E2,?
EVO1D_TCG_R2_T22_Plate4-E3,EVO1D_TCG_R2_T22_Plate4,E3,
EVO1D_TCG_R2_T22_Plate4-E4,EVO1D_TCG_R2_T22_Plate4,E4,y
EVO1D_TCG_R2_T22_Plate4-E5,EVO1D_TCG_R2_T22_Plate4,E5,
EVO1D_TCG_R2_T22_Plate4-E6,EVO1D_TCG_R2_T22_Plate4,E6,y
EVO1D_TCG_R2_T22_Plate4-E7,EVO1D_TCG_R2_T22_Plate4,E7,y
EVO1D_TCG_R2_T22_Plate4-E8,EVO1D_TCG_R2_T22_Plate4,E8,y
EVO1D_TCG_R2_T22_Plate4-E9,EVO1D_TCG_R2_T22_Plate4,E9,
EVO1D_TCG_R2_T22_Plate4-E10,EVO1D_TCG_R2_T22_Plate4,E10,y
EVO1D_TCG_R2_T22_Plate4-E11,EVO1D_TCG_R2_T22_Plate4,E11,y
EVO1D_TCG_R2_T22_Plate4-E12,EVO1D_TCG_R2_T22_Plate4,E12,y
EVO1D_TCG_R2_T22_Plate4-F1,EVO1D_TCG_R2_T22_Plate4,F1,?
EVO1D_TCG_R2_T22_Plate4-F2,EVO1D_TCG_R2_T22_Plate4,F2,
EVO1D_TCG_R2_T22_Plate4-F3,EVO1D_TCG_R2_T22_Plate4,F3,
EVO1D_TCG_R2_T22_Plate4-F4,EVO1D_TCG_R2_T22_Plate4,F4,
EVO1D_TCG_R2_T22_Plate4-F5,EVO1D_TCG_R2_T22_Plate4,F5,y
EVO1D_TCG_R2_T22_Plate4-F6,EVO1D_TCG_R2_T22_Plate4,F6,y
EVO1D_TCG_R2_T22_Plate4-F7,EVO1D_TCG_R2_T22_Plate4,F7,y
EVO1D_TCG_R2_T22_Plate4-F8,EVO1D_TCG_R2_T22_Plate4,F8,y
EVO1D_TCG_R2_T22_Plate4-F9,EVO1D_TCG_R2_T22_Plate4,F9,
EVO1D_TCG_R2_T22_Plate4-F10,EVO1D_TCG_R2_T22_Plate4,F10,y
EVO1D_TCG_R2_T22_Plate4-F11,EVO1D_TCG_R2_T22_Plate4,F11,
EVO1D_TCG_R2_T22_Plate4-F12,EVO1D_TCG_R2_T22_Plate4,F12,
EVO1D_TCG_R2_T22_Plate4-G1,EVO1D_TCG_R2_T22_Plate4,G1,y
EVO1D_TCG_R2_T22_Plate4-G2,EVO1D_TCG_R2_T22_Plate4,G2,y
EVO1D_TCG_R2_T22_Plate4-G3,EVO1D_TCG_R2_T22_Plate4,G3,y
EVO1D_TCG_R2_T22_Plate4-G4,EVO1D_TCG_R2_T22_Plate4,G4,
EVO1D_TCG_R2_T22_Plate4-G5,EVO1D_TCG_R2_T22_Plate4,G5,y
EVO1D_TCG_R2_T22_Plate4-G6,EVO1D_TCG_R2_T22_Plate4,G6,y
EVO1D_TCG_R2_T22_Plate4-G7,EVO1D_TCG_R2_T22_Plate4,G7,
EVO1D_TCG_R2_T22_Plate4-G8,EVO1D_TCG_R2_T22_Plate4,G8,
EVO1D_TCG_R2_T22_Plate4-G9,EVO1D_TCG_R2_T22_Plate4,G9,y
EVO1D_TCG_R2_T22_Plate4-G10,EVO1D_TCG_R2_T22_Plate4,G10,y
EVO1D_TCG_R2_T22_Plate4-G11,EVO1D_TCG_R2_T22_Plate4,G11,y
EVO1D_TCG_R2_T22_Plate4-G12,EVO1D_TCG_R2_T22_Plate4,G12,
EVO1D_TCG_R2_T22_Plate4-H1,EVO1D_TCG_R2_T22_Plate4,H1,
EVO1D_TCG_R2_T22_Plate4-H2,EVO1D_TCG_R2_T22_Plate4,H2,
EVO1D_TCG_R2_T22_Plate4-H3,EVO1D_TCG_R2_T22_Plate4,H3,y
EVO1D_TCG_R2_T22_Plate4-H4,EVO1D_TCG_R2_T22_Plate4,H4,y
EVO1D_TCG_R2_T22_Plate4-H5,EVO1D_TCG_R2_T22_Plate4,H5,y
EVO1D_TCG_R2_T22_Plate4-H6,EVO1D_TCG_R2_T22_Plate4,H6,y
EVO1D_TCG_R2_T22_Plate4-H7,EVO1D_TCG_R2_T22_Plate4,H7,?
EVO1D_TCG_R2_T22_Plate4-H8,EVO1D_TCG_R2_T22_Plate4,H8,
EVO1D_TCG_R2_T22_Plate4-H9,EVO1D_TCG_R2_T22_Plate4,H9,y
EVO1D_TCG_R2_T22_Plate4-H10,EVO1D_TCG_R2_T22_Plate4,H10,y
